# 1. Results reception time.,# 2. MD5 hash of participant's IP address.,# 3. Controller name.,# 4. Order number of item.,# 5. Inner element number.,# 6. Label.,# 7. Latin Square Group.,# 8. PennElementType.,# 9. PennElementName.,# 10. Parameter.,# 11. Value.,# 12. EventTime.,# 13. Comments.,# 14. Sentence.,# 15. Option1.,# 16. Option2.,# 17. Question.,# 18. Comments.,time,browser,designnumber,version,response,Item,most_similar_sent,similarity_ratio,ID,text,licensor,licensor-start character offset,licensor-end character offset,A,antecedent A-start character offset,antecedent A-end character offset,B,antecedent B-start character offset,antecedent B-end character offset,A-antecedent,B-antecedent,A-antecedent.1,B-antecedent.1,antecedent number,licensor-category,URL,correct_answer,wrong_answer,accuracy_check,accuracy
1741856836,423cfe81e8767794bea248ba46a2386a,PennController,13,0,a,NULL,Scale,answer,Choice,2,1741856455841,a,"There are studies that show children's self-esteem is positively affected by positive comments on social media and negatively affected self-esteem by negative comments. This affects the way that people look at themselves on a ""worthiness"" scale. A 2017 study of almost 6%2C000 adolescent students showed that those who self-reported addiction-like symptoms of social media use were more likely to report low self-esteem and high levels of depressive symptoms. From the findings on a population-based study%2C there is about 37% increase in the likelihood of major depression among adolescents. In a different study conducted in 2007%2C those who used the most multiple social media platforms (7 to 11) had more than three times the risk of depression and anxiety than people who used the fewest (0 to 2).",times,social media platforms,What is missing after 'fewest'?,NULL," Thu, 13 Mar 2025 09:07:16 GMT","# USER AGENT: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",# Design number was non-random = 0,NPE_19,social media platforms,365,"There are studies that show children's self-esteem is positively affected by positive comments on social media and negatively affected self-esteem by negative comments. This affects the way that people look at themselves on a ""worthiness"" scale. A 2017 study of almost 6,000 adolescent students showed that those who self-reported addiction-like symptoms of social media use were more likely to report low self-esteem and high levels of depressive symptoms. From the findings on a population-based study, there is about 37% increase in the likelihood of major depression among adolescents. In a different study conducted in 2007, those who used the most multiple social media platforms (7 to 11) had more than three times the risk of depression and anxiety than people who used the fewest (0 to 2).",2.99250936329588,365,"There are studies that show children's self-esteem is positively affected by positive comments on social media and negatively affected self-esteem by negative comments. This affects the way that people look at themselves on a ""worthiness"" scale. A 2017 study of almost 6,000 adolescent students showed that those who self-reported addiction-like symptoms of social media use were more likely to report low self-esteem and high levels of depressive symptoms. From the findings on a population-based study, there is about 37% increase in the likelihood of major depression among adolescents. In a different study conducted in 2007, those who used the most multiple social media platforms (7 to 11) had more than three times the risk of depression and anxiety than people who used the fewest (0 to 2).",fewest,782,787,times,716,720,social media platforms,663,684,False,True,local,non-local,nppl,adj,https://en.wikipedia.org/wiki/Social_media,social media platforms,times,0,1
1741858264,4a4fb9c649e4f9268fd621fe4b73a29d,PennController,13,0,a,NULL,Scale,answer,Choice,2,1741858213364,a,"There are studies that show children's self-esteem is positively affected by positive comments on social media and negatively affected self-esteem by negative comments. This affects the way that people look at themselves on a ""worthiness"" scale. A 2017 study of almost 6%2C000 adolescent students showed that those who self-reported addiction-like symptoms of social media use were more likely to report low self-esteem and high levels of depressive symptoms. From the findings on a population-based study%2C there is about 37% increase in the likelihood of major depression among adolescents. In a different study conducted in 2007%2C those who used the most multiple social media platforms (7 to 11) had more than three times the risk of depression and anxiety than people who used the fewest (0 to 2).",times,social media platforms,What is missing after 'fewest'?,NULL," Thu, 13 Mar 2025 09:31:04 GMT","# USER AGENT: Mozilla/5.0 (X11; CrOS x86_64 14816.131.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",# Design number was non-random = 2,NPE_19,social media platforms,365,"There are studies that show children's self-esteem is positively affected by positive comments on social media and negatively affected self-esteem by negative comments. This affects the way that people look at themselves on a ""worthiness"" scale. A 2017 study of almost 6,000 adolescent students showed that those who self-reported addiction-like symptoms of social media use were more likely to report low self-esteem and high levels of depressive symptoms. From the findings on a population-based study, there is about 37% increase in the likelihood of major depression among adolescents. In a different study conducted in 2007, those who used the most multiple social media platforms (7 to 11) had more than three times the risk of depression and anxiety than people who used the fewest (0 to 2).",2.99250936329588,365,"There are studies that show children's self-esteem is positively affected by positive comments on social media and negatively affected self-esteem by negative comments. This affects the way that people look at themselves on a ""worthiness"" scale. A 2017 study of almost 6,000 adolescent students showed that those who self-reported addiction-like symptoms of social media use were more likely to report low self-esteem and high levels of depressive symptoms. From the findings on a population-based study, there is about 37% increase in the likelihood of major depression among adolescents. In a different study conducted in 2007, those who used the most multiple social media platforms (7 to 11) had more than three times the risk of depression and anxiety than people who used the fewest (0 to 2).",fewest,782,787,times,716,720,social media platforms,663,684,False,True,local,non-local,nppl,adj,https://en.wikipedia.org/wiki/Social_media,social media platforms,times,0,1
1741860062,782a605c1e5deeaa8078ad75fa6f0f17,PennController,13,0,a,NULL,Scale,answer,Choice,2,1741859701306,a,"There are studies that show children's self-esteem is positively affected by positive comments on social media and negatively affected self-esteem by negative comments. This affects the way that people look at themselves on a ""worthiness"" scale. A 2017 study of almost 6%2C000 adolescent students showed that those who self-reported addiction-like symptoms of social media use were more likely to report low self-esteem and high levels of depressive symptoms. From the findings on a population-based study%2C there is about 37% increase in the likelihood of major depression among adolescents. In a different study conducted in 2007%2C those who used the most multiple social media platforms (7 to 11) had more than three times the risk of depression and anxiety than people who used the fewest (0 to 2).",times,social media platforms,What is missing after 'fewest'?,NULL," Thu, 13 Mar 2025 10:01:02 GMT","# USER AGENT: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",# Design number was non-random = 3,NPE_19,social media platforms,365,"There are studies that show children's self-esteem is positively affected by positive comments on social media and negatively affected self-esteem by negative comments. This affects the way that people look at themselves on a ""worthiness"" scale. A 2017 study of almost 6,000 adolescent students showed that those who self-reported addiction-like symptoms of social media use were more likely to report low self-esteem and high levels of depressive symptoms. From the findings on a population-based study, there is about 37% increase in the likelihood of major depression among adolescents. In a different study conducted in 2007, those who used the most multiple social media platforms (7 to 11) had more than three times the risk of depression and anxiety than people who used the fewest (0 to 2).",2.99250936329588,365,"There are studies that show children's self-esteem is positively affected by positive comments on social media and negatively affected self-esteem by negative comments. This affects the way that people look at themselves on a ""worthiness"" scale. A 2017 study of almost 6,000 adolescent students showed that those who self-reported addiction-like symptoms of social media use were more likely to report low self-esteem and high levels of depressive symptoms. From the findings on a population-based study, there is about 37% increase in the likelihood of major depression among adolescents. In a different study conducted in 2007, those who used the most multiple social media platforms (7 to 11) had more than three times the risk of depression and anxiety than people who used the fewest (0 to 2).",fewest,782,787,times,716,720,social media platforms,663,684,False,True,local,non-local,nppl,adj,https://en.wikipedia.org/wiki/Social_media,social media platforms,times,0,1
1741856836,423cfe81e8767794bea248ba46a2386a,PennController,15,0,a,NULL,Scale,answer,Choice,1,1741856485469,a,The division's staff were undertrained for the task they were asked to perform. While brave%2C the tank crews were inflexible and failed to follow their tactical training. British tactical doctrine encouraged ambush counter-attacks%2C but the formation failed to undertake any. At the squadron and regimental level%2C the chain of command impeded mobility%2C as permission was needed to move a single tank from an assigned position.,ambush counter-attacks,formation,What is missing after 'any'?,NULL," Thu, 13 Mar 2025 09:07:16 GMT","# USER AGENT: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",# Design number was non-random = 0,NPE_19,ambush counter-attacks,47,"The division's staff were undertrained for the task they were asked to perform. While brave, the tank crews were inflexible and failed to follow their tactical training. British tactical doctrine encouraged ambush counter-attacks, but the formation failed to undertake any. At the squadron and regimental level, the chain of command impeded mobility, as permission was needed to move a single tank from an assigned position.",2.981308411214953,47,"The division's staff were undertrained for the task they were asked to perform. While brave, the tank crews were inflexible and failed to follow their tactical training. British tactical doctrine encouraged ambush counter-attacks, but the formation failed to undertake any. At the squadron and regimental level, the chain of command impeded mobility, as permission was needed to move a single tank from an assigned position.",any,269,271,ambush counter-attacks,207,228,formation,239,247,True,False,non-local,local,nppl,det,https://en.wikipedia.org/wiki/2nd_Armoured_Division_(United_Kingdom),ambush counter-attacks,formation,0,1
1741858264,4a4fb9c649e4f9268fd621fe4b73a29d,PennController,15,0,a,NULL,Scale,answer,Choice,2,1741858228400,a,The division's staff were undertrained for the task they were asked to perform. While brave%2C the tank crews were inflexible and failed to follow their tactical training. British tactical doctrine encouraged ambush counter-attacks%2C but the formation failed to undertake any. At the squadron and regimental level%2C the chain of command impeded mobility%2C as permission was needed to move a single tank from an assigned position.,ambush counter-attacks,formation,What is missing after 'any'?,NULL," Thu, 13 Mar 2025 09:31:04 GMT","# USER AGENT: Mozilla/5.0 (X11; CrOS x86_64 14816.131.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",# Design number was non-random = 2,NPE_19,formation,47,"The division's staff were undertrained for the task they were asked to perform. While brave, the tank crews were inflexible and failed to follow their tactical training. British tactical doctrine encouraged ambush counter-attacks, but the formation failed to undertake any. At the squadron and regimental level, the chain of command impeded mobility, as permission was needed to move a single tank from an assigned position.",2.981308411214953,47,"The division's staff were undertrained for the task they were asked to perform. While brave, the tank crews were inflexible and failed to follow their tactical training. British tactical doctrine encouraged ambush counter-attacks, but the formation failed to undertake any. At the squadron and regimental level, the chain of command impeded mobility, as permission was needed to move a single tank from an assigned position.",any,269,271,ambush counter-attacks,207,228,formation,239,247,True,False,non-local,local,nppl,det,https://en.wikipedia.org/wiki/2nd_Armoured_Division_(United_Kingdom),ambush counter-attacks,formation,0,0
1741860062,782a605c1e5deeaa8078ad75fa6f0f17,PennController,15,0,a,NULL,Scale,answer,Choice,1,1741859574906,a,The division's staff were undertrained for the task they were asked to perform. While brave%2C the tank crews were inflexible and failed to follow their tactical training. British tactical doctrine encouraged ambush counter-attacks%2C but the formation failed to undertake any. At the squadron and regimental level%2C the chain of command impeded mobility%2C as permission was needed to move a single tank from an assigned position.,ambush counter-attacks,formation,What is missing after 'any'?,NULL," Thu, 13 Mar 2025 10:01:02 GMT","# USER AGENT: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",# Design number was non-random = 3,NPE_19,ambush counter-attacks,47,"The division's staff were undertrained for the task they were asked to perform. While brave, the tank crews were inflexible and failed to follow their tactical training. British tactical doctrine encouraged ambush counter-attacks, but the formation failed to undertake any. At the squadron and regimental level, the chain of command impeded mobility, as permission was needed to move a single tank from an assigned position.",2.981308411214953,47,"The division's staff were undertrained for the task they were asked to perform. While brave, the tank crews were inflexible and failed to follow their tactical training. British tactical doctrine encouraged ambush counter-attacks, but the formation failed to undertake any. At the squadron and regimental level, the chain of command impeded mobility, as permission was needed to move a single tank from an assigned position.",any,269,271,ambush counter-attacks,207,228,formation,239,247,True,False,non-local,local,nppl,det,https://en.wikipedia.org/wiki/2nd_Armoured_Division_(United_Kingdom),ambush counter-attacks,formation,0,1
1741856836,423cfe81e8767794bea248ba46a2386a,PennController,9,0,a,NULL,Scale,answer,Choice,1,1741856500317,a,Five Mk I units were supplied to the Navy and were in action in France in 1918; six Mk I units were supplied to the Army late in 1918 and were not sent to France; five Mk II units were ordered in October 1918%2C three were canceled%2C and the first of the two completed was tested in August 1919.,Mk II units,Army,What is missing after 'first'?,NULL," Thu, 13 Mar 2025 09:07:16 GMT","# USER AGENT: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",# Design number was non-random = 0,NPE_19,Mk II units,139,"Five Mk I units were supplied to the Navy and were in action in France in 1918; six Mk I units were supplied to the Army late in 1918 and were not sent to France; five Mk II units were ordered in October 1918, three were canceled, and the first of the two completed was tested in August 1919.",2.9183673469387754,139,"Five Mk I units were supplied to the Navy and were in action in France in 1918; six Mk I units were supplied to the Army late in 1918 and were not sent to France; five Mk II units were ordered in October 1918, three were canceled, and the first of the two completed was tested in August 1919.",first,239,243,Mk II units,168,178,Army,116,119,True,False,local,non-local,nppl,det,https://en.wikipedia.org/wiki/14-inch/50-caliber_railway_gun,Mk II units,Army,0,1
1741858264,4a4fb9c649e4f9268fd621fe4b73a29d,PennController,9,0,a,NULL,Scale,answer,Choice,2,1741858183924,a,Five Mk I units were supplied to the Navy and were in action in France in 1918; six Mk I units were supplied to the Army late in 1918 and were not sent to France; five Mk II units were ordered in October 1918%2C three were canceled%2C and the first of the two completed was tested in August 1919.,Mk II units,Army,What is missing after 'first'?,NULL," Thu, 13 Mar 2025 09:31:04 GMT","# USER AGENT: Mozilla/5.0 (X11; CrOS x86_64 14816.131.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",# Design number was non-random = 2,NPE_19,Army,139,"Five Mk I units were supplied to the Navy and were in action in France in 1918; six Mk I units were supplied to the Army late in 1918 and were not sent to France; five Mk II units were ordered in October 1918, three were canceled, and the first of the two completed was tested in August 1919.",2.9183673469387754,139,"Five Mk I units were supplied to the Navy and were in action in France in 1918; six Mk I units were supplied to the Army late in 1918 and were not sent to France; five Mk II units were ordered in October 1918, three were canceled, and the first of the two completed was tested in August 1919.",first,239,243,Mk II units,168,178,Army,116,119,True,False,local,non-local,nppl,det,https://en.wikipedia.org/wiki/14-inch/50-caliber_railway_gun,Mk II units,Army,0,0
1741860062,782a605c1e5deeaa8078ad75fa6f0f17,PennController,9,0,a,NULL,Scale,answer,Choice,1,1741859821508,a,Five Mk I units were supplied to the Navy and were in action in France in 1918; six Mk I units were supplied to the Army late in 1918 and were not sent to France; five Mk II units were ordered in October 1918%2C three were canceled%2C and the first of the two completed was tested in August 1919.,Mk II units,Army,What is missing after 'first'?,NULL," Thu, 13 Mar 2025 10:01:02 GMT","# USER AGENT: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",# Design number was non-random = 3,NPE_19,Mk II units,139,"Five Mk I units were supplied to the Navy and were in action in France in 1918; six Mk I units were supplied to the Army late in 1918 and were not sent to France; five Mk II units were ordered in October 1918, three were canceled, and the first of the two completed was tested in August 1919.",2.9183673469387754,139,"Five Mk I units were supplied to the Navy and were in action in France in 1918; six Mk I units were supplied to the Army late in 1918 and were not sent to France; five Mk II units were ordered in October 1918, three were canceled, and the first of the two completed was tested in August 1919.",first,239,243,Mk II units,168,178,Army,116,119,True,False,local,non-local,nppl,det,https://en.wikipedia.org/wiki/14-inch/50-caliber_railway_gun,Mk II units,Army,0,1
1741856836,423cfe81e8767794bea248ba46a2386a,PennController,18,0,a,NULL,Scale,answer,Choice,2,1741856531912,a,The station has eight public entrances: two at 12th Street%2C three at 13th Street%2C and two at 14th Street (including one from Frank H. Ogawa Plaza)%2C plus one from the belowground plaza of Oakland City Center near 13th Street. Surface elevators are located at the Ogawa Plaza entrance and at the southwest 12th Street entrance%2C while the platform elevator is at the south end of the station.,station,public entrances,What is missing after 'one'?,NULL," Thu, 13 Mar 2025 09:07:16 GMT","# USER AGENT: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",# Design number was non-random = 0,NPE_19,public entrances,158,"The station has eight public entrances: two at 12th Street, three at 13th Street, and two at 14th Street (including one from Frank H. Ogawa Plaza), plus one from the belowground plaza of Oakland City Center near 13th Street. Surface elevators are located at the Ogawa Plaza entrance and at the southwest 12th Street entrance, while the platform elevator is at the south end of the station.",2.979643765903308,158,"The station has eight public entrances: two at 12th Street, three at 13th Street, and two at 14th Street (including one from Frank H. Ogawa Plaza), plus one from the belowground plaza of Oakland City Center near 13th Street. Surface elevators are located at the Ogawa Plaza entrance and at the southwest 12th Street entrance, while the platform elevator is at the south end of the station.",one,153,155,public entrances,22,37,station,4,10,True,False,local,non-local,nppl,det,https://en.wikipedia.org/wiki/12th_Street_Oakland_City_Center_station,public entrances,station,0,1
1741858264,4a4fb9c649e4f9268fd621fe4b73a29d,PennController,18,0,a,NULL,Scale,answer,Choice,2,1741858232428,a,The station has eight public entrances: two at 12th Street%2C three at 13th Street%2C and two at 14th Street (including one from Frank H. Ogawa Plaza)%2C plus one from the belowground plaza of Oakland City Center near 13th Street. Surface elevators are located at the Ogawa Plaza entrance and at the southwest 12th Street entrance%2C while the platform elevator is at the south end of the station.,station,public entrances,What is missing after 'one'?,NULL," Thu, 13 Mar 2025 09:31:04 GMT","# USER AGENT: Mozilla/5.0 (X11; CrOS x86_64 14816.131.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",# Design number was non-random = 2,NPE_19,public entrances,158,"The station has eight public entrances: two at 12th Street, three at 13th Street, and two at 14th Street (including one from Frank H. Ogawa Plaza), plus one from the belowground plaza of Oakland City Center near 13th Street. Surface elevators are located at the Ogawa Plaza entrance and at the southwest 12th Street entrance, while the platform elevator is at the south end of the station.",2.979643765903308,158,"The station has eight public entrances: two at 12th Street, three at 13th Street, and two at 14th Street (including one from Frank H. Ogawa Plaza), plus one from the belowground plaza of Oakland City Center near 13th Street. Surface elevators are located at the Ogawa Plaza entrance and at the southwest 12th Street entrance, while the platform elevator is at the south end of the station.",one,153,155,public entrances,22,37,station,4,10,True,False,local,non-local,nppl,det,https://en.wikipedia.org/wiki/12th_Street_Oakland_City_Center_station,public entrances,station,0,1
1741860062,782a605c1e5deeaa8078ad75fa6f0f17,PennController,18,0,a,NULL,Scale,answer,Choice,2,1741860011413,a,The station has eight public entrances: two at 12th Street%2C three at 13th Street%2C and two at 14th Street (including one from Frank H. Ogawa Plaza)%2C plus one from the belowground plaza of Oakland City Center near 13th Street. Surface elevators are located at the Ogawa Plaza entrance and at the southwest 12th Street entrance%2C while the platform elevator is at the south end of the station.,station,public entrances,What is missing after 'one'?,NULL," Thu, 13 Mar 2025 10:01:02 GMT","# USER AGENT: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",# Design number was non-random = 3,NPE_19,public entrances,158,"The station has eight public entrances: two at 12th Street, three at 13th Street, and two at 14th Street (including one from Frank H. Ogawa Plaza), plus one from the belowground plaza of Oakland City Center near 13th Street. Surface elevators are located at the Ogawa Plaza entrance and at the southwest 12th Street entrance, while the platform elevator is at the south end of the station.",2.979643765903308,158,"The station has eight public entrances: two at 12th Street, three at 13th Street, and two at 14th Street (including one from Frank H. Ogawa Plaza), plus one from the belowground plaza of Oakland City Center near 13th Street. Surface elevators are located at the Ogawa Plaza entrance and at the southwest 12th Street entrance, while the platform elevator is at the south end of the station.",one,153,155,public entrances,22,37,station,4,10,True,False,local,non-local,nppl,det,https://en.wikipedia.org/wiki/12th_Street_Oakland_City_Center_station,public entrances,station,0,1
1741856836,423cfe81e8767794bea248ba46a2386a,PennController,16,0,a,NULL,Scale,answer,Choice,2,1741856549096,a,The Manitoba Social Credit Party%2C which won 2 seats in the 1958 election%2C did not contest any seats during the election and regained a foothold in the legislature only during a subsequent by-election. The communist Labor-Progressive Party contested three ridings but did not win any.,by-election,ridings ,What is missing after 'any'?,NULL," Thu, 13 Mar 2025 09:07:16 GMT","# USER AGENT: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",# Design number was non-random = 0,NPE_19,ridings ,109,"The Manitoba Social Credit Party, which won 2 seats in the 1958 election, did not contest any seats during the election and regained a foothold in the legislature only during a subsequent by-election. The communist Labor-Progressive Party contested three ridings but did not win any.",2.9859649122807017,109,"The Manitoba Social Credit Party, which won 2 seats in the 1958 election, did not contest any seats during the election and regained a foothold in the legislature only during a subsequent by-election. The communist Labor-Progressive Party contested three ridings but did not win any.",any,279,281,by-election,188,198,ridings ,255,261,False,True,non-local,local,nppl,det,https://en.wikipedia.org/wiki/1959_Manitoba_general_election,ridings ,by-election,0,1
1741858264,4a4fb9c649e4f9268fd621fe4b73a29d,PennController,16,0,a,NULL,Scale,answer,Choice,1,1741858217352,a,The Manitoba Social Credit Party%2C which won 2 seats in the 1958 election%2C did not contest any seats during the election and regained a foothold in the legislature only during a subsequent by-election. The communist Labor-Progressive Party contested three ridings but did not win any.,by-election,ridings ,What is missing after 'any'?,NULL," Thu, 13 Mar 2025 09:31:04 GMT","# USER AGENT: Mozilla/5.0 (X11; CrOS x86_64 14816.131.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",# Design number was non-random = 2,NPE_19,by-election,109,"The Manitoba Social Credit Party, which won 2 seats in the 1958 election, did not contest any seats during the election and regained a foothold in the legislature only during a subsequent by-election. The communist Labor-Progressive Party contested three ridings but did not win any.",2.9859649122807017,109,"The Manitoba Social Credit Party, which won 2 seats in the 1958 election, did not contest any seats during the election and regained a foothold in the legislature only during a subsequent by-election. The communist Labor-Progressive Party contested three ridings but did not win any.",any,279,281,by-election,188,198,ridings ,255,261,False,True,non-local,local,nppl,det,https://en.wikipedia.org/wiki/1959_Manitoba_general_election,ridings ,by-election,0,0
1741860062,782a605c1e5deeaa8078ad75fa6f0f17,PennController,16,0,a,NULL,Scale,answer,Choice,2,1741859481323,a,The Manitoba Social Credit Party%2C which won 2 seats in the 1958 election%2C did not contest any seats during the election and regained a foothold in the legislature only during a subsequent by-election. The communist Labor-Progressive Party contested three ridings but did not win any.,by-election,ridings ,What is missing after 'any'?,NULL," Thu, 13 Mar 2025 10:01:02 GMT","# USER AGENT: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",# Design number was non-random = 3,NPE_19,ridings ,109,"The Manitoba Social Credit Party, which won 2 seats in the 1958 election, did not contest any seats during the election and regained a foothold in the legislature only during a subsequent by-election. The communist Labor-Progressive Party contested three ridings but did not win any.",2.9859649122807017,109,"The Manitoba Social Credit Party, which won 2 seats in the 1958 election, did not contest any seats during the election and regained a foothold in the legislature only during a subsequent by-election. The communist Labor-Progressive Party contested three ridings but did not win any.",any,279,281,by-election,188,198,ridings ,255,261,False,True,non-local,local,nppl,det,https://en.wikipedia.org/wiki/1959_Manitoba_general_election,ridings ,by-election,0,1
1741856836,423cfe81e8767794bea248ba46a2386a,PennController,22,0,a,NULL,Scale,answer,Choice,1,1741856563753,a,Directional signs that have been covered indicate that there were two more fare control areas. One exit at the extreme south end had two staircases going to southwestern corner of West 102nd Street and Central Park West%2C and the other at the extreme north end had two that went to both western corners of West 104th Street.,staircases ,corner,What is missing after 'two '?,NULL," Thu, 13 Mar 2025 09:07:16 GMT","# USER AGENT: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",# Design number was non-random = 0,NPE_19,staircases ,210,"Directional signs that have been covered indicate that there were two more fare control areas. One exit at the extreme south end had two staircases going to southwestern corner of West 102nd Street and Central Park West, and the other at the extreme north end had two that went to both western corners of West 104th Street.",2.993827160493827,210,"Directional signs that have been covered indicate that there were two more fare control areas. One exit at the extreme south end had two staircases going to southwestern corner of West 102nd Street and Central Park West, and the other at the extreme north end had two that went to both western corners of West 104th Street.",two ,264,266,corner,170,175,staircases ,137,146,False,True,local,non-local,nppl,det,https://en.wikipedia.org/wiki/103rd_Street_station_(IND_Eighth_Avenue_Line),staircases ,corner,0,1
1741858264,4a4fb9c649e4f9268fd621fe4b73a29d,PennController,22,0,a,NULL,Scale,answer,Choice,1,1741858236015,a,Directional signs that have been covered indicate that there were two more fare control areas. One exit at the extreme south end had two staircases going to southwestern corner of West 102nd Street and Central Park West%2C and the other at the extreme north end had two that went to both western corners of West 104th Street.,staircases ,corner,What is missing after 'two '?,NULL," Thu, 13 Mar 2025 09:31:04 GMT","# USER AGENT: Mozilla/5.0 (X11; CrOS x86_64 14816.131.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",# Design number was non-random = 2,NPE_19,staircases ,210,"Directional signs that have been covered indicate that there were two more fare control areas. One exit at the extreme south end had two staircases going to southwestern corner of West 102nd Street and Central Park West, and the other at the extreme north end had two that went to both western corners of West 104th Street.",2.993827160493827,210,"Directional signs that have been covered indicate that there were two more fare control areas. One exit at the extreme south end had two staircases going to southwestern corner of West 102nd Street and Central Park West, and the other at the extreme north end had two that went to both western corners of West 104th Street.",two ,264,266,corner,170,175,staircases ,137,146,False,True,local,non-local,nppl,det,https://en.wikipedia.org/wiki/103rd_Street_station_(IND_Eighth_Avenue_Line),staircases ,corner,0,1
1741860062,782a605c1e5deeaa8078ad75fa6f0f17,PennController,22,0,a,NULL,Scale,answer,Choice,1,1741859521936,a,Directional signs that have been covered indicate that there were two more fare control areas. One exit at the extreme south end had two staircases going to southwestern corner of West 102nd Street and Central Park West%2C and the other at the extreme north end had two that went to both western corners of West 104th Street.,staircases ,corner,What is missing after 'two '?,NULL," Thu, 13 Mar 2025 10:01:02 GMT","# USER AGENT: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",# Design number was non-random = 3,NPE_19,staircases ,210,"Directional signs that have been covered indicate that there were two more fare control areas. One exit at the extreme south end had two staircases going to southwestern corner of West 102nd Street and Central Park West, and the other at the extreme north end had two that went to both western corners of West 104th Street.",2.993827160493827,210,"Directional signs that have been covered indicate that there were two more fare control areas. One exit at the extreme south end had two staircases going to southwestern corner of West 102nd Street and Central Park West, and the other at the extreme north end had two that went to both western corners of West 104th Street.",two ,264,266,corner,170,175,staircases ,137,146,False,True,local,non-local,nppl,det,https://en.wikipedia.org/wiki/103rd_Street_station_(IND_Eighth_Avenue_Line),staircases ,corner,0,1
1741856836,423cfe81e8767794bea248ba46a2386a,PennController,14,0,a,NULL,Scale,answer,Choice,2,1741856591621,a,"23 years later%2C 3 teenagers drive out to the Taggart farm where the Creeper is a sideshow attraction called ""A Bat Out of Hell"" and the middle-aged Jack Jr. is charging entrance fees. They see an elderly Jack Sr. watching it with the harpoon at his side and when they ask him if he is waiting for something%2C he looks up at the Creeper and says ""About three more days%2C give or take a day or two"".",harpoon,day,What is missing after 'two'?,NULL," Thu, 13 Mar 2025 09:07:16 GMT","# USER AGENT: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",# Design number was non-random = 0,NPE_19,day,387,"23 years later, 3 teenagers drive out to the Taggart farm where the Creeper is a sideshow attraction called ""A Bat Out of Hell"" and the middle-aged Jack Jr. is charging entrance fees. They see an elderly Jack Sr. watching it with the harpoon at his side and when they ask him if he is waiting for something, he looks up at the Creeper and says ""About three more days, give or take a day or two"".",2.984924623115578,387,"23 years later, 3 teenagers drive out to the Taggart farm where the Creeper is a sideshow attraction called ""A Bat Out of Hell"" and the middle-aged Jack Jr. is charging entrance fees. They see an elderly Jack Sr. watching it with the harpoon at his side and when they ask him if he is waiting for something, he looks up at the Creeper and says ""About three more days, give or take a day or two"".",two,390,392,harpoon,234,240,day,383,385,False,True,non-local,local,npsg,num,https://en.wikipedia.org/wiki/Jeepers_Creepers_2,day,harpoon,0,1
