text_id,human_text,human_acc
20,"He was employed by the shipping company who owned the ship and was responsible to the company for every aspect of the ship, the profitable trading of the ship, the cargo, the crew and the success or failure of the voyage. Masters with a proven track record often remained with a company for many years and could expect to become wealthy. As new ships were added to a company's fleet a successful and favoured master could expect it to be assigned as ""his"".",0.5
21,"Her ability to include period detail and to reproduce the religious beliefs and practices of the period give additional credence to her story, and the character of Pearl is free-spirited enough to strike a chord with modern readers and finished by saying ""pacing parallels that of Hawthorne, and her exploration of behavior as a series of good acts or acts inspired by the Devil is consistent with his"".",0.6666666666666666
22,"One was presented to Clapton upon the model's release and was used for three numbers during a concert at the Royal Albert Hall on 17 May 2006. In 1979, Clapton gave his signed Fender Lead II guitar to the Hard Rock Cafe in London to designate his favourite bar stool. Pete Townshend also donated his own Gibson Les Paul guitar, with a note attached: ""Mine's as good as his! Love, Pete"".",0.6666666666666666
23,"Soon after, Margo ran away from Oakdale and Hal married Barbara. Margo came back months later with a child she claimed was hers and Tom's. Ten months later, Hal learned that Adam was actually his! Hal was angry with everyone for keeping this secret.",1.0
24,"In 1788 Robert and Jean were finally legally married however Burns was surprisingly reticent about it. Gavin Hamilton's eldest daughter Jacobina or 'Beennie' recollected, how even she only became aware of the marriage at breakfast one day when Burns and Robert Aiken were present and upon apologising to Robert Aiken for the lack of his usual boiled egg Burns said ""if she cared to send over the way to Mrs Burns she might have some"".",0.6666666666666666
25,"The greeting ""a merry Christmas and a happy New Year"" is recorded from the early eighteenth century; however, the history of the carol itself is unclear. Its origin probably lies in the English tradition wherein wealthy people of the community gave Christmas treats to the carolers on Christmas Eve, such as ""figgy pudding"" that was very much like modern-day Christmas puddings; in the West Country of England, ""figgy pudding"" referred to a raisin or plum pudding, not necessarily one containing figs. In the famous version of the song, the singer demands figgy pudding from the audience, threatening to not ""go until we get some"".",0.8333333333333334
26,"Kesha is ""sentenced to act more like Taylor Swift and start feeling sorry for herself""; Taylor Swift is ""sentenced to enjoy her success while she actually has some""; Dakota Fanning is ""sentenced to go back to being adorable""; Vampire Weekend is ""sentenced to change their name to 'The Jonas Brothers: The Sequel'""; and Lil Wayne is ""sentenced to begin the final descent into obscurity"".",1.0
27,"Suganth also felt many of the actors like Chowdhury were miscast and criticised the lack of onscreen chemistry between her and Dhruv. He concluded that Dhruv looks ""sure-footed in some scenes and like a novice in some"". Baradwaj Rangan of Film Companion wrote, ""Not a single frame is distinctive, or shows that a major filmmaker is behind the camera.",1.0
28,"Baldwin responded that she identifies as white, and her ethnic background includes ""many, many, many things"". She said she spent ""some"" of her childhood in Spain and ""some"" in Massachusetts, but had never been enrolled in school in Spain, only spending time there during family holidays.",1.0
29,"When INAH was questioned on the lack of maintenance, they responded that in Mexico there are more than 10 thousand archaeological sites, and some ""are of great relevance"". The petroglyphs found in this area of Xochimilco are Aztec and were venerated deities; are stars representations, constellations and figures apparently associated with fertility cult.",1.0
30,"In what is regarded as one of the best and most entertaining finals of its era, the Cork and Mayo All-Ireland decider provided ""great fun at a time when football badly needed some"". Cork entered the game hoping to avoid the unwanted accolade of becoming the first team in almost fifty years to lose three successive All-Ireland finals.",0.6666666666666666
31,"A manga adaptation was published by TO Books and follows similar format as the novels. Part 1, subtitled If there aren't any books, I'll just have to make some! (本がないなら作ればいい!, Hon ga nainara tsukureba ī!), was illustrated by Suzuka, serialized in Comic Corona from October 2015 to July 2018, and was compiled into a total of seven volumes. Suzuka continued to illustrate Part 2 subtitled I'll even join the temple to read books! (本のためなら巫女になる！, Hon no tamenara miko ni naru!) which began serialization in Comic Corona on September 24, 2018 and currently has a total of ten volumes.",1.0
32,"Coedydd Aber is situated in an area of scenic beauty. The steep sided wooded valley, Nant Aber Garth Celyn, leads to the foothill of Y Carneddau. The river has the steepest fall of any in Wales and England. There is a wide variety of habitats in the valley including a diversity of woodlands, open farmland and scrub.",0.5
33,"In late 1898 Karim's purchase of a parcel of land adjacent to his earlier grant was finalised; he had become a wealthy man. Reid claimed in his diary that he had challenged Karim over his financial dealings: ""You have told the Queen that in India no receipts are given for money, and therefore you ought not to give any to Sir F Edwards [Keeper of the Privy Purse].",0.5
34,"Fields had begun reissuing the author's earlier series for children titled Grandfather's Child, originally published by Elizabeth Palmer Peabody and now renamed True Stories from History and Biography, and was also planning a new edition of Twice-Told Tales. The entirety of the collection was written between June and mid-July 1851. He sent the final manuscript to Fields on July 15 and wrote: ""I am going to begin to enjoy the summer now and to read foolish novels, if I can get any, and smoke cigars and think of nothing at all — which is equivalent to thinking of all manner of things.""",1.0
35,"Howells describes the people of the society as being selfish and materialistic. At this time in America money and power was causing constant struggle for those of the working class. In Altruria, money is not a problem because there is not any. Every man is equal. Every man works. It seems to be a good way of life, however, it does not seem very realistic.",1.0
36,"During the war he stays in America. When he returns, he marries Victoria. During their honeymoon, without Barker, Henry runs into one difficulty after another, traveling third class by train and ship to France and staying in a small room in the George V without making arrangements. In the end a flower girl who knew him sarcastically gives him flowers for his wife when she realises that he has no money and forgot to bring any.",0.6666666666666666
37,"CBS initially wanted an hour's worth of animation, but Melendez talked them down to a half-hour special, believing an hour of television animation was too much. Having never worked on a half-hour special before, Melendez phoned Bill Hanna of Hanna-Barbera for advice, but Hanna declined to give any. CBS gave a budget of $76,000 to produce the show and it went $20,000 over budget.",1.0
38,"Drawings for two improved designs were prepared, but the war ended before any were produced.",1.0
39,"Following the repulse of Pickett, there were numerous Confederate Battle Flags left lying on the field directly to the front of the 69th. The 69th was so devastated by casualties and busy tending to its own wounded while also sending Confederate prisoners to the rear that it failed to secure any. Instead members of regiments who came to assist the 69th with the repulse, during a later point of the assault, went to the 69th's front and claimed the flags as prizes.",0.5
40,"Again, in contrast to some totalitarian regimes, no mass killings were ever instituted and there is no evidence that any were planned.",1.0
41,"Another mistake that many people make is that they think the 75 mm gun was a KwK 42. Hungary never had the license of the KwK 42 and did not have any, furthermore, Germany never gave any KwK 42 tank guns to Hungary. The 75 mm gun that was to be mounted on the Tas was simply a tank gun variant of the Hungarian license built Pak 40 (and not the KwK 40) which was called 7.5 cm 43.M anti-tank gun, the tank gun variant being the 7.5 cm 43.M tank gun.",1.0
42,"The cities of NW England were heavily bombed during the winter of 1940–41 (the Liverpool Blitz and Manchester Blitz) and 'the actions fought [by the AA batteries] were as violent, dangerous and prolonged as any in the field'. 'On an HAA 4.5-inch position of 44th AA Brigade in Manchester, the power rammer on one gun failed.",1.0
43,"""We hold the view that categories emerging markets, advanced economies, developing countries, BRICS, Next Eleven or the Growth Markets are all labels belonging to classification schemes that either have outlived their usefulness or are unlikely to ever have any,"" the two analysts said. So, long run continues growths are important, although some of the eleven countries identified are poor today and have decades of catch-up growth to look forward to.",1.0
44,"The Ulster Division has lost more than half the men who attacked, and in doing so has sacrificed itself for the Empire which has treated them none too well. The much derided Ulster Volunteer Force has won a name which equals any in History. Their devotion, which no doubt has helped the advance elsewhere, deserves the gratitude of the British Empire.",0.3333333333333333
45,"Matthews reports that ""there were a class of men among us who would rob the dead ... [Other] men who did not entertain the thought of taking the shoes off the dead themselves, but who were in need of shoes and did not know where they could get any, would pay from $10 to $25 for a pair of second-hand shoes to the man who said, usually, that he had bought them and that they did not fit."" Some became so desperate by 1863 that they resorted to scrounging old shoes from abandoned campsites that had been exposed to the elements for six months or more.",1.0
46,"By the end of the war ships belonging to the squadron had accompanied 788 Allied ships, including transports carrying 700,000 troops. They engaged German and Austro–Hungarian submarines on 38 occasions failing however to sink any. In December 1918, Izumo, accompanied by the destroyers Hinoki and Yanagi, sailed from Malta to Scapa Flow to assume control of seven captured German U-boats as prizes of war.",1.0
47,"The division's staff were undertrained for the task they were asked to perform. While brave, the tank crews were inflexible and failed to follow their tactical training. British tactical doctrine encouraged ambush counter-attacks, but the formation failed to undertake any. At the squadron and regimental level, the chain of command impeded mobility, as permission was needed to move a single tank from an assigned position.",0.6666666666666666
48,"On the belief that humans have souls and that animals do not, MacDougall later measured the changes in weight from fifteen dogs after death. MacDougall said he wished to use dogs that were sick or dying for his experiment, though was unable to find any. It is therefore presumed he poisoned healthy dogs.",1.0
49,"On 16 July, around 102,000 people were still without power. The German Weather Service reported that the quantity of rain in some areas of Germany was the highest in over 100 years, possibly higher than any seen in the last 1,000 years. They reported that some areas had received a month's average rainfall in one day.",1.0
50,"Plaid Cymru made a net gain of one seat returning 13. The Welsh Liberal Democrats lost their only constituency but kept a seat through the regional vote, whilst UKIP lost all its seats from 2016 and no other party gained any. While Labour lacked an overall majority it decided to not make any kind of coalition or confidence pact and its leader Mark Drakeford was reconfirmed as First Minister of Wales a few days later with none of the other parties attempting to mount any kind of challenge.",0.6666666666666666
51,"Trump frequently accuses the far-left of inciting violence, yet right-wing extremists have killed 329 victims in the last 25 years, while antifa members haven't killed any, according to a new study.",1.0
52,"The KPU was also criticised for giving legislative candidates an option not to publish their resumes. Formappi found that around a quarter of the candidates chose not to publish their information, with a further 18% not having submitted any. Some candidates noted that they wished to publish their information, but could not due to technical reasons with the KPU's website.",1.0
53,"All three knockout games were allotted a reserve day. If a reserve day came into play, the match would not be restarted but instead resumed from the previous day's play, if there was any. In the event of no play on the scheduled day or the reserve day, in the semi-finals, the team that finished higher in the group stage progressed to the final, and if no play were possible in the final, the trophy would be shared.",0.3333333333333333
54,"The visiting Saints opened the scoring in the second half again, with substitute Manolo Gabbiadini scoring his first goal since February from a corner. Charlie Austin had several chances on goal throughout both halves but failed to convert any, although Southampton still held on for the win to move up to 16th in the league table ahead of Huddersfield Town on goal difference.",1.0
55,"Playing at home, Rays lost to Punjab Warriors by a 0–7 margin in their next game on 1 February. Despite having created many chances at goal including nine penalty corners, they failed to convert any. They played their next game against Dabang Mumbai the next day at home. Jackson deflected a Manpreet Singh-pass in the fifth minute into the goal to equal Mumbai's second minute field goal to 2–2.",1.0
56,"On July 14, the Cannons announced that neither Lawson nor LaPierre would suit up for the team that season. Dave Lawson informed team officials that he would be retiring from the league while Chris LaPierre decided not to report to the team. The Lizards said that they were not aware of the intentions of Lawson or LaPierre. There wasn't a no-report clause in the deal. The Cannons appealed to the league for compensation, but did not receive any.",1.0
57,"This was the third straight season to showcase Thursday Night Football with the first 11 weeks featuring Thursday night games, although the hosting distribution was not as equal as it was in the previous year. The Montreal Alouettes hosted four Thursday night games, Winnipeg hosted three, Ottawa Redblacks hosted two, while two teams (Toronto and Calgary) hosted once and three teams (Hamilton, Saskatchewan, and BC) did not host any.",1.0
58,"The Tulsa Police Department immediately sought to clarify their relationships with both Bates and Clark. ""Robert Bates has no current affiliation with the Tulsa Police Department and has not had any in 50 years,"" TPD said in a press release. ""Additionally, Mr. Jim Clark, a consultant for the Tulsa County Sheriff, does not represent the Tulsa Police Department nor has the Tulsa Police Department conducted an assessment of this incident.""",0.8333333333333334
59,"For the Redskins, the heartbreaking loss was the second time in four seasons they had lost to Atlanta in Week 5 by 7 points or fewer. Cousins moved to 0–3 in his career against the Falcons and threw the 15th career interception on the road in only 8 games. In each of Washington's three losses, Cousins had thrown 2 interceptions; in their two wins, he had not thrown any.",1.0
60,"Nets themselves carried out an internal investigation and published their initial findings on 5 May 2014. They acknowledged the finding of ""patterns in behaviour indicating that abuse may have occurred"" and stated that the illegal actions appeared to have been carried out by an IBM employee. Later findings were passed directly to the police without public announcement. The police, Nets, and IBM all investigated not just the apparent credit card information leakage to Se og Hør but also whether any further leaks had occurred, especially any involving NemID.",1.0
61,"The mass start races will be over 20 laps for men and 15 laps for women. There will be 3 intermediate sprints, at 5, 10 and 15 laps for men, and at 4, 8 and 12 laps for women. Race points will be awarded to the four first skaters at the intermediate sprints, and to the six first skaters at the final sprint. The accumulated points a skater collects during a race will decide the final ranking. For skaters who are tied in race points, including those who have failed to collect any, their finishing order will be break the tie.",1.0
62,"In the second half, New England managed several drives deep into Ravens territory, but were unable to convert any into points. First, they drove to Baltimore's 34-yard line, but were halted there and decided to punt rather than attempt a 52-yard field goal. Tight end Dennis Pitta subsequently caught three passes for 32 yards on Baltimore's ensuring 87-yard drive, the last a 5-yard touchdown catch.",1.0
63,"Roger Federer entered the match as the all-time Grand Slam champion with a record of sixteen major titles, although he had not won any in the two and a half years since his victory at the 2010 Australian Open. Andy Murray had not yet won a single major title and was looking to avoid being the first male player since his coach Ivan Lendl to lose his first four finals.",1.0
64,"Analysts on election.de forecast the likely results of the 128 direct mandates. These seats traditionally have been held by either the CDU or SPD, with minor parties standing little chance of winning any.",1.0
65,"Since a tropical cyclone can move through a region, the actual number of tropical cyclones in a region include any that form in or move into a region from another.",0.8333333333333334
66,"2011 can be considered to have been a year of ""almost"" for Parramatta, with the team losing over half of their matches by four points or less, many of which were conceded after attaining leads over their opponents. The Eels pushed a record four games into Golden Point during the season, however were unable to win any, resulting in a draw against the St George Illawarra Dragons and one-point losses to the Penrith Panthers, Sydney Roosters and the Canterbury-Bankstown Bulldogs.",1.0
67,The existence of social media made the 2011 riots unparalleled to any before them in terms of the speed at which issues managed to spread and at which rioters were able to mobilise and organise. Many used sites such as Facebook and Twitter to promote and advertise sites for looting and disorder.,1.0
68,"The Greens achieved a respectable result of 9%, and crucially achieved balance of power in the state government. The ÖVP and SPÖ each won four councillors, while the Greens won one; the FPÖ failed to win any. The ÖVP signed a working coalition with the Greens, giving rise to the first ÖVP–Green government in Austria.",1.0
69,"There's Something Wrong with Aunt Diane, directed by Liz Garbus for HBO Documentaries, establishes a timeline of events prior to the crash. The documentary suggests that Schuler could have been suffering from severe pain caused by a tooth abscess during the drive home, causing her to look for painkillers at the gas station and, upon failing to find any, self-medicating with drugs and alcohol. The pain of the abscess, combined with vodka and marijuana, could have put her in a temporary state of delirium that triggered her fatal behavior.",1.0
70,"On the way back to their home in West Babylon, on Long Island, Schuler stopped at a McDonald's restaurant and a Sunoco gas station in Liberty. Surveillance video lacking audio, recorded at the gas station, shows Schuler arriving at and leaving, and going inside the station's convenience store. Schuler’s husband, sister-in-law, and an investigator working on their behalf all made claims and/or inferences that Schuler had spoken to the clerk while attempting to buy over-the-counter pain-relief medication, although the gas station did not sell any.",1.0
71,"The match remained close until Williams secured a break in the 13th game and serve it out and head to the final. In the final, she faced sister Venus Williams in their fourth Wimbledon final. Serena took the first set in a tie-break, the first saw Venus having break points but failing to convert whereas Serena didn't have any. Serena broke Venus twice in the second set including in the final game and won in her fourth match point to win her 11th slam and third Wimbledon.",1.0
72,"Federer struggled to break Andreev's serve in the opening two sets, whereas Andreev broke Federer in the first game of the first, and had seven break points in the early games of the second (Andreev had a low success rate overall, only taking advantage of two out of fifteen break points in the whole match). In the final set Andreev, at 4–2 down, had five further break point opportunities, but failed to convert any as Federer served out the match. Djokovic was also pushed to five sets, defeating fifteenth seed Tommy Robredo 4–6, 6–2, 6–3, 5–7, 6–3 in nearly four hours.",1.0
73,"The second leg of the play-off semi-final took place three days later at Brunton Park in Carlisle. Jonny Howson opened the scoring on 10 minutes for the away side to level the aggregate score at 2–2. Carlisle had a number of chances in the second half but could not convert any, and in the 90th minute, Howson scored his and Leeds' second from 18 yards (16 m): the game ended 2–0 to Leeds who progressed to the Wembley play-off final with a 3–2 aggregate victory.",1.0
74,"The previous council was controlled by Independents in coalition with the Liberal Democrat group and the single Labour member. Since 2004, there have been no by-elections to the council (the only council in Wales not to have any during the last four years). Nominations for the council elections closed on 4 April 2008. The last council meeting before the elections (when the council was formally dissolved) was held on 17 April 2008.",1.0
75,"The Tigers and Raiders became the first teams (and so far, only) to play 2 Golden Point games over the course of the season, it was also the Raiders record 4th game in Golden Point in 2006, remarkably winning all of them, the Raiders record of most Golden Point games in a season hasn't been bettered, but has since been equalled by The Eels in 2011 who didn't win any, drew 1 and lost the other 3 and the Tigers in 2012 winning 2 and losing the remaining 2.",1.0
76,"I'm more happy for my guys than for myself."" Kenseth expressed disappointment with his performance during the Chase for the Nextel Cup, but was pleased to be runner-up to Johnson, ""If we had run in the Chase like we did in August, we would have been 200 points clear before Homestead, If you look at all the problems people had in the Chase and we didn't have any, that was dragging me down. But this is probably one of the best seasons I've ever had. I won four races, and we could have won eight or nine.""",1.0
77,"The game was a defensive slugfest the entire way through. Quarterback Marcus Stone threw a 9-yard touchdown pass to Brian Clark to put NC State up 7–0. With 19 seconds left in the half, Andre Brown scored on a 1-yard touchdown run. South Florida had scoring chances, but did not capitalize on any. They lost two fumbles and one interception in the end zone.",0.8333333333333334
78,"Peel’s score, in what was to become a sequence as embarrassing as any in 1997 or 1999, was the lowest by any visiting team at Bassendean Oval, beating Subiaco’s 5.8 (38) from 1983.",1.0
79,"Although a few logistical incidents occurred (a team was unable to shower when the athletes village lacked water, teams were missing tennis balls or towels), U.S. team chief Roland Betts, commented ""At times it has been a great struggle, but we are very excited and proud to see the venues. I believe these venues are as good as or better than any that have been created for the Pan American Games."" Other attendees agreed that logistical and venue problems declined greatly during the Games.",1.0
80,"The size of these regions ranged from 823 to 2607 base pairs, and all occurred near the same genes. Details of these mutations were published in 2011 in the Proceedings of the National Academy of Sciences. These changes became the basis of PCR assays used to test other samples to find any that contained the same mutations. The assays were validated over the many years of the investigation, and a repository of Ames samples was also built. From roughly 2003 to 2006 the repository and the screening of the 1,070 Ames samples in that repository were completed.",0.6666666666666666
81,"It's certainly not the finish I would have liked, but out of playing (36) majors now, and not winning any, I'm tired of beating myself up time after time.",0.6666666666666666
82,"The ROI won frame six with O'Brien beating Williams on a fluke on the final red ball and a clearance to the blue ball for a 5–1 victory and the first spot in the final. Losing player Dale said he could not believe the outcome, adding: ""In nearly every frame, luck played a part and we didn't have any.""",0.5
83,"The right-wing Alberta First Party, contesting its first election, failed to win any seats or come close to winning any. The Social Credit Party, led by James Albers, was unable to build on its moderate success in the 1997 election, and sank back into obscurity.",0.5
84,"This time he kept them there with an excellent ninth-place finish and 52 points. They would have finished higher still - and possibly qualified for Europe - had their defence not been the leakiest of any in the top 15 and the sixth leakiest in the division. Still, it was a superb achievement for a side who had been among the favourites of many punters to suffer an immediate return to the Nationwide League.",1.0
85,"It is currently unclear what the complete clinical presentation of SBCADD looks like. There is some concern that these cases with additional symptoms may reflect an ascertainment bias rather than being a true representation of the clinical spectrum of the disease. Currently, there is no accepted treatment, as most affected individuals do not require any. Some recommend avoidance of valproic acid, as it can be a substrate for 2-methylbutyryl-CoA dehydrogenase.",1.0
86,"On May 29, 1861, Governor Moore appointed three white officers as commanders of the regiment, and company commanders were appointed from among the Creoles of the regiment. The militia unit was the first of any in North America to have officers of color, preceding the United States Colored Troops. This regiment was called the Louisiana Native Guard. Ten percent of its members would join the Union Army's 1st Louisiana Native Guard.",1.0
87,"Barnsley, who were the Football League's top scorers with 88 goals, could have achieved automatic promotion, but for their poor defence that conceded 67 goals – the worst of any in the top twelve of the First Division, and joint fourth-worst in the division.",1.0
88,"Police investigators were able to re-trace the route the truck bomb had taken, thanks to eyewitness reports and CCTV footage. They obtained three thumb prints; from a site in east London where the bomb was primed, from a truck stop in Carlisle, and from the Stranraer ferry port. However, the thumb prints did not match any in police records.",1.0
89,"NASCAR banned tinted windshields starting with this race, confiscating any that teams had in the pits before this one. The move to mandate clear windshields was to make it easier for drivers to see through cars ahead of them and see if a driver in front was signaling them for any reason.",0.6666666666666666
90,"Throughout the season the United States Navy also monitored the basin and issued unofficial warnings, through its Joint Typhoon Warning Center (JTWC) and Naval Western and Oceanography Center (NWOC). Tropical cyclones that were located between 160°E and 120°W as well as the Equator and 25°S were monitored by RSMC Nadi while any that were located to the south of 25°S between 160°E and 120°W were monitored by TCWC Wellington. During the season the JTWC issued warnings on any tropical cyclone that was located between 160°E and 180° while the NPMOC issued warnings for tropical cyclones forming between the 180° and the American coast.",1.0
91,"This was the third straight season to showcase Thursday Night Football with the first 11 weeks featuring Thursday night games, although the hosting distribution was not as equal as it was in the previous year. The Montreal Alouettes hosted four Thursday night games, Winnipeg hosted three, Ottawa Redblacks hosted two, while two teams (Toronto and Calgary) hosted once and three teams (Hamilton, Saskatchewan, and BC) did not host any.",1.0
92,"This was the third straight season to showcase Thursday Night Football with the first 11 weeks featuring Thursday night games, although the hosting distribution was not as equal as it was in the previous year. The Montreal Alouettes hosted four Thursday night games, Winnipeg hosted three, Ottawa Redblacks hosted two, while two teams (Toronto and Calgary) hosted once and three teams (Hamilton, Saskatchewan, and BC) did not host any.",0.8333333333333334
93,"The national title game was a see-saw battle throughout, but is remembered best for Chris Webber's time out call with seconds left when Michigan didn't have any. Michigan was assessed a technical foul and North Carolina ended up winning 77–71, giving Smith his second national championship.",1.0
94,"But then the Cowboys lost to the Oilers in overtime (the Cowboys were driving close to field goal range in the overtime period when Emmitt Smith committed a rare fumble). The next week, they lost at the Giants in a game Jimmy Johnson said was ""officiated as poorly"" as any he had ever coached in.",1.0
95,Ireland won the drawing of lots against the Netherlands for second place in Group F: the Netherlands were the only third-placed team not to have won any matches - or lost any: they progressed with three draws (3 points).,0.6666666666666666
96,"The Bears returned the kickoff to their 38 and drove fifty yards, down to the Packer twelve, with 1:17 remaining. Although Green Bay had all three of its timeouts, they opted not to use any, and the Bears kicked a winning 22-yard field goal with ten seconds on the clock. Green Bay fumbled away the ensuing kickoff, and the Los Angeles Rams (9–7) gained the final playoff slot.",1.0
97,"Group B started with the first shock of the tournament, as Zimbabwe beat Australia in what Wisden described as ""a bigger surprise than any in the previous two world cups"". Duncan Fletcher led the way, making 69* and being awarded man of the match.",1.0
98,"Oregon was ultimately won by former California Governor Ronald Reagan (R) by 9.66%. Reagan dominated in the conservative, populist eastern interior and Rogue Valley, where he won a majority in every county, and Carter, despite carrying four counties, did not win a majority in any due to a strong vote west of the Cascades for Anderson, who reached double figures in all Willamette Valley counties except Columbia and Linn. This was the first time the Republicans had carried Coos County since Dwight D. Eisenhower in 1952.",1.0
99,"During this stretch of the tornado's path, two vehicles on two separate farms were tossed nearly a kilometre. In addition to the powerful tornado at hand, hail the size of tennis balls fell north of its track, destroying entire tobacco fields on dozens of farms (Newark, 1979). Eyewitnesses also reported that the tornado was preceded by intense and nearly constant lightning unlike any they had seen before (Toll, 1980).",1.0
100,"We certainly aren't properly paid. We have no health care, no job security, no tenure. Our pension plan is a joke. We take more abuse than any living group of humans, and can't give back any. If we're fired without notice, our only recourse is to appeal to the league president. And he's the guy that fires you. That's gotta be unconstitutional!""",0.6666666666666666
101,"However, as luck would have it, Los Angeles was engulfed in a torrential rainstorm, and the game became known as “The Mud Bowl”. Running back Chuck Foreman led the Vikings to a victory by recording 101 rushing yards on the heavy field. Minnesota head coach Bud Grant’s strategy was to have quarterback Bob Lee throw early before the field lost traction. By the end of the game, the Rams lost three turnovers, while the Vikings didn't lose any.",1.0
102,"British Airways pilots fly three Cyprus Airways airliners – two Hawker Siddeley Tridents and a BAC One-Eleven – out of Nicosia International Airport on Cyprus to the United Kingdom; the planes had been stranded at Nicosia International since the permanent closure of airport during the Turkish invasion of Cyprus in July 1974. No test flights precede these flights because Turkey does not permit any. A third Cyprus Airways Trident is left derelict at the abandoned airport, too badly damaged by small arms fire during the fighting in July 1974 to be worth repairing.",1.0
103,"The Raiders outgained Pittsburgh in total yards 361 to 223, forced three turnovers without losing any on their side, and scored 16 unanswered points in the second half to defeat the Steelers.",0.3333333333333333
104,"The circuit over which the Grand Prix is run would send shivers down the collective spines of the CSI safety committee. To obtain the circuit the public roads are simply closed off. If there are any safety devices, I didn't see any.",0.6666666666666666
105,"Western Australia had won the Sheffield Shield in 1947–48 on percentages even though they had played fewer games than the eastern states and outright in 1968–69. Test status was granted to the WACA for the 1970–71 Ashes series and although its playing conditions were equal to any in Australia $400,000 was raised to build extra stands and improve the facilities. The state government supplied $100,000 and Perth City Council another $20,000.",1.0
106,"Several homes buckled and cracks appeared in streets. On the coast of the island, a cable connecting telephone units for Australia and Guam was cut. Initially, officials were worried of a tsunami risk though the earthquake did not produce any. This was due to a dramatic recession of water levels near the epicenter, followed by a rise that at one point measured 3 meters (10 ft).",0.5
107,"The infusion of talented youth overall gave the team a real lift. No ordinary rookie, Robertson scored 30.5 points per game, led the NBA in assists by a clear margin, sank the third-highest number of free throws in the league, and was even second on the Royals in rebounding. He was a 6' 5 player unlike any seen before in the NBA. Robertson's debut was against the now-Los Angeles Lakers in their first game since moving from Minneapolis on October 19.",1.0
108,"Although the Association approved Sunday matches, it did not formally schedule any to be played. Instead, clubs were given free rein to move any Saturday game to Sunday, provided there was mutual agreement between the clubs involved, and it was approved by the grounds management committee and the local council; additionally, the Association committed to donating 25% of Sunday gates to charity. The number of games on any given Sunday in 1960 varied from none to as many as three.",1.0
109,"The Manitoba Social Credit Party, which won 2 seats in the 1958 election, did not contest any seats during the election and regained a foothold in the legislature only during a subsequent by-election. The communist Labor-Progressive Party contested three ridings but did not win any.",0.6666666666666666
