text_id,text_corpus,Unnamed: 6,text,target,expected_answer,gpt_answer,correct_GPT,row_id,llama_answer,correct_LLaMA,Gemma_LoRA_answer,correct_Gemma,human_text,human_acc,Item_pred_rating,confounder_pred_rating,target_pred_rating,is_target_biased,is_parallem,diff_pred,is_target_preferred
11,"A request to repeat a performance, as in Encore!, lit. 'again'; also used to describe additional songs played at the end of a gig. Francophones would say ¬´Une autre!¬ª ('Another one!') or ¬´Bis!¬ª to request ¬´un rappel¬ª or ¬´un bis¬ª.",non-parallelism,"A request to repeat a performance, as in Encore!, lit. 'again'; also used to describe additional songs played at the end of a gig. Francophones would say «Une autre!» ('Another one!') or «Bis!» to request «un rappel» or «un bis».",one,B,B,True,row_3,A,False,B,True,"A request to repeat a performance, as in Encore!, lit. 'again'; also used to describe additional songs played at the end of a gig. Francophones would say «Une autre!» ('Another one!') or «Bis!» to request «un rappel» or «un bis».",0.6666666666666666,11.0,6.0,6.8,0,non-parallem,0.7999999999999998,1
12,"(Intransitive, ""to be robbed"") Used humorously in exclamations when a shot that looks like it would work did not, as in ""Oh! You got robbed on that one!""",non-parallelism,"(Intransitive, ""to be robbed"") Used humorously in exclamations when a shot that looks like it would work did not, as in ""Oh! You got robbed on that one!""",one,B,B,True,row_3,A,False,B,True,"(Intransitive, ""to be robbed"") Used humorously in exclamations when a shot that looks like it would work did not, as in ""Oh! You got robbed on that one!""",1.0,,,,1,non-parallem,,1
13,"In 1985, he appeared in the rock music band Marillion's music video for its single release ""Heart of Lothian"", in which he played a barman, and starred in a popular TV commercial for McVitie's rich tea biscuits as ""Jacko"", saying, ""Yeah, I'll make a statement. A drink's too wet without one!""",non-parallelism,"In 1985, he appeared in the rock music band Marillion's music video for its single release ""Heart of Lothian"", in which he played a barman, and starred in a popular TV commercial for McVitie's rich tea biscuits as ""Jacko"", saying, ""Yeah, I'll make a statement. A drink's too wet without one!""",one,B,B,True,row_3,A,False,A,False,"In 1985, he appeared in the rock music band Marillion's music video for its single release ""Heart of Lothian"", in which he played a barman, and starred in a popular TV commercial for McVitie's rich tea biscuits as ""Jacko"", saying, ""Yeah, I'll make a statement. A drink's too wet without one!""",1.0,,,,1,non-parallem,,1
14,"It can also be an alternative to owning multiple cars for households with more than one driver. A long-term study of City CarShare members found that 30 percent of households that joined sold a car; others delayed purchasing one. Transit use, bicycling, and walking also increased among members.",Contrasting,"It can also be an alternative to owning multiple cars for households with more than one driver. A long-term study of City CarShare members found that 30 percent of households that joined sold a car; others delayed purchasing one. Transit use, bicycling, and walking also increased among members.",one,A,A,True,row_3,A,True,B,False,"It can also be an alternative to owning multiple cars for households with more than one driver. A long-term study of City CarShare members found that 30 percent of households that joined sold a car; others delayed purchasing one. Transit use, bicycling, and walking also increased among members.",1.0,,,,1,parallel,,1
15,"By June 1982, Gorgon had sold 23,000 copies, making it one of the best-selling computer games at the time. Bill Kunkel of Electronic Games called the game ""another winner from ace designer Nasir"" and ""fine home version"" of Defender, only criticizing the Apple II's lack of joystick support at the time. BYTE stated that Gorgon ""is well programmed and much more enjoyable than the arcade version [and] should provide many hours of enjoyment ... Rest assured that you Nasir Gebelli fans will not be disappointed by this one!""",non-parallelism,"By June 1982, Gorgon had sold 23,000 copies, making it one of the best-selling computer games at the time. Bill Kunkel of Electronic Games called the game ""another winner from ace designer Nasir"" and ""fine home version"" of Defender, only criticizing the Apple II's lack of joystick support at the time. BYTE stated that Gorgon ""is well programmed and much more enjoyable than the arcade version [and] should provide many hours of enjoyment ... Rest assured that you Nasir Gebelli fans will not be disappointed by this one!""",one,A,A,True,row_3,A,True,A,True,"By June 1982, Gorgon had sold 23,000 copies, making it one of the best-selling computer games at the time. Bill Kunkel of Electronic Games called the game ""another winner from ace designer Nasir"" and ""fine home version"" of Defender, only criticizing the Apple II's lack of joystick support at the time. BYTE stated that Gorgon ""is well programmed and much more enjoyable than the arcade version [and] should provide many hours of enjoyment ... Rest assured that you Nasir Gebelli fans will not be disappointed by this one!""",1.0,,,,1,non-parallem,,1
16,"Clifford's special blue blanket is falling apart, so it's time for a new one!",non-parallelism,"Clifford's special blue blanket is falling apart, so it's time for a new one!",one,A,A,True,row_3,A,True,A,True,"Clifford's special blue blanket is falling apart, so it's time for a new one!",1.0,16.0,2.6,6.8,0,non-parallem,4.199999999999999,1
17,Emily Elizabeth decides to help Clifford by making him a new blanket to replace his old one.,Modifier Coordination,Emily Elizabeth decides to help Clifford by making him a new blanket to replace his old one.,one,B,B,True,row_3,A,False,B,True,Emily Elizabeth decides to help Clifford by making him a new blanket to replace his old one.,1.0,,,,1,parallel,,1
18,"As reported by Colonel Voinescu, the conservative memoirist, the ""ridiculous parody"" was entirely organized by ""a Greek man, namely C. Aristia"". Voinescu muses: ""What should we call such an act? Which nation has ever set fire to its own laws before even making herself some new ones! but there is some consolation in the knowledge that the chief leader of this display was a Greek.""",non-parallelism,"As reported by Colonel Voinescu, the conservative memoirist, the ""ridiculous parody"" was entirely organized by ""a Greek man, namely C. Aristia"". Voinescu muses: ""What should we call such an act? Which nation has ever set fire to its own laws before even making herself some new ones! but there is some consolation in the knowledge that the chief leader of this display was a Greek.""",ones,B,B,True,row_3,B,True,B,True,"As reported by Colonel Voinescu, the conservative memoirist, the ""ridiculous parody"" was entirely organized by ""a Greek man, namely C. Aristia"". Voinescu muses: ""What should we call such an act? Which nation has ever set fire to its own laws before even making herself some new ones! but there is some consolation in the knowledge that the chief leader of this display was a Greek.""",1.0,,,,1,non-parallem,,1
19,"Bulat, the main character, demobilizes and comes back to his loved Kazakhstan. Bulat loves the vast steppe, dusks and dawns. He loves this whole world. He is a former sailor who served with the Pacific Fleet, and he wishes to become a shepherd. And he will become one! But there is a problem: in order to get the flock of sheep he must be married. And there is only one girl around for many kilometers. But what a girl she is! And her name is Tulpan.",non-parallelism,"Bulat, the main character, demobilizes and comes back to his loved Kazakhstan. Bulat loves the vast steppe, dusks and dawns. He loves this whole world. He is a former sailor who served with the Pacific Fleet, and he wishes to become a shepherd. And he will become one! But there is a problem: in order to get the flock of sheep he must be married. And there is only one girl around for many kilometers. But what a girl she is! And her name is Tulpan.",one,A,NEITHER,False,row_3,A,True,NEITHER,False,"Bulat, the main character, demobilizes and comes back to his loved Kazakhstan. Bulat loves the vast steppe, dusks and dawns. He loves this whole world. He is a former sailor who served with the Pacific Fleet, and he wishes to become a shepherd. And he will become one! But there is a problem: in order to get the flock of sheep he must be married. And there is only one girl around for many kilometers. But what a girl she is! And her name is Tulpan.",1.0,19.0,2.4,3.0,0,non-parallem,0.6000000000000001,1
20,"At Christmas 1894, the Munshi sent Lord Elgin a sentimental greeting card, which to Victoria's dismay went unacknowledged. Through Frederick Ponsonby, she complained to Elgin, who replied that he did ""not imagine that any acknowledgement was necessary, or that the Queen would expect him to send one"", pointing out ""how impossible it would be for an Indian Viceroy to enter into correspondence of this kind"". Frederick wrote to Elgin in January 1895 that Karim was deeply unpopular in the Household, and that he occupied ""very much the same position as John Brown used to"". ",non-parallelism,"At Christmas 1894, the Munshi sent Lord Elgin a sentimental greeting card, which to Victoria's dismay went unacknowledged. Through Frederick Ponsonby, she complained to Elgin, who replied that he did ""not imagine that any acknowledgement was necessary, or that the Queen would expect him to send one"", pointing out ""how impossible it would be for an Indian Viceroy to enter into correspondence of this kind"". Frederick wrote to Elgin in January 1895 that Karim was deeply unpopular in the Household, and that he occupied ""very much the same position as John Brown used to"". ",one,A,A,True,row_3,A,True,A,True,"At Christmas 1894, the Munshi sent Lord Elgin a sentimental greeting card, which to Victoria's dismay went unacknowledged. Through Frederick Ponsonby, she complained to Elgin, who replied that he did ""not imagine that any acknowledgement was necessary, or that the Queen would expect him to send one"", pointing out ""how impossible it would be for an Indian Viceroy to enter into correspondence of this kind"". Frederick wrote to Elgin in January 1895 that Karim was deeply unpopular in the Household, and that he occupied ""very much the same position as John Brown used to"". ",1.0,,,,1,non-parallem,,1
21,"Prime Minister David Ben-Gurion had decided on the importance of renaming in the area earlier in the year, writing in his diary in July: ""We must give Hebrew names to these places ‚Äì ancient names, if there are, and if not, new ones!""; he subsequently established the committee's objectives with a letter to the chairman of the committee.",Modifier Coordination,"Prime Minister David Ben-Gurion had decided on the importance of renaming in the area earlier in the year, writing in his diary in July: ""We must give Hebrew names to these places – ancient names, if there are, and if not, new ones!""; he subsequently established the committee's objectives with a letter to the chairman of the committee.",ones,A,A,True,row_3,A,True,A,True,"Prime Minister David Ben-Gurion had decided on the importance of renaming in the area earlier in the year, writing in his diary in July: ""We must give Hebrew names to these places – ancient names, if there are, and if not, new ones!""; he subsequently established the committee's objectives with a letter to the chairman of the committee.",1.0,21.0,6.8,5.8,0,parallel,-1.0,0
22,"On 12 February 1917, Kroll was awarded the Iron Cross First Class. It was about this time that Kroll wrote about the difficulty of confirming victories: ""It is difficult to get confirmation of a victory‚Äìespecially the first one! It must be confirmed by our own ground troops ... this is even more difficult if hazy conditions prevail.""",Subset,"On 12 February 1917, Kroll was awarded the Iron Cross First Class. It was about this time that Kroll wrote about the difficulty of confirming victories: ""It is difficult to get confirmation of a victory–especially the first one! It must be confirmed by our own ground troops ... this is even more difficult if hazy conditions prevail.""",one,A,A,True,row_3,A,True,A,True,"On 12 February 1917, Kroll was awarded the Iron Cross First Class. It was about this time that Kroll wrote about the difficulty of confirming victories: ""It is difficult to get confirmation of a victory–especially the first one! It must be confirmed by our own ground troops ... this is even more difficult if hazy conditions prevail.""",1.0,22.0,6.0,5.2,0,parallel,-0.7999999999999998,0
23,"Maybe it's time to go public with the 'great and the good' who caused heartache and misery to so many gay people? ‚Ä¶ I am sick to death of RTE now being the benign channel of acceptance of homosexuality when it was a bastion of creaking, ancient codes. It was fine to be a woman Director at RTE‚Ä¶.just not a GAY one! Once they found out I was a big Gayer, RTE wasn't that happy about having me on screen or on public forums ‚Ä¶.",Contrasting,"Maybe it's time to go public with the 'great and the good' who caused heartache and misery to so many gay people? … I am sick to death of RTE now being the benign channel of acceptance of homosexuality when it was a bastion of creaking, ancient codes. It was fine to be a woman Director at RTE….just not a GAY one! Once they found out I was a big Gayer, RTE wasn't that happy about having me on screen or on public forums ….",one,A,A,True,row_3,A,True,A,True,"Maybe it's time to go public with the 'great and the good' who caused heartache and misery to so many gay people? … I am sick to death of RTE now being the benign channel of acceptance of homosexuality when it was a bastion of creaking, ancient codes. It was fine to be a woman Director at RTE….just not a GAY one! Once they found out I was a big Gayer, RTE wasn't that happy about having me on screen or on public forums ….",1.0,,,,1,parallel,,1
24,"From there, the masks went into a vulcanization oven where they would be baked and come out hard. But I dug my nails into the nose-pieces while they were still soft, so that when they came out, nobody would be able to breathe while wearing one! For that I was sentenced to the bunker: the prison within the concentration camp.",non-parallelism,"From there, the masks went into a vulcanization oven where they would be baked and come out hard. But I dug my nails into the nose-pieces while they were still soft, so that when they came out, nobody would be able to breathe while wearing one! For that I was sentenced to the bunker: the prison within the concentration camp.",one,B,B,True,row_3,A,False,B,True,"From there, the masks went into a vulcanization oven where they would be baked and come out hard. But I dug my nails into the nose-pieces while they were still soft, so that when they came out, nobody would be able to breathe while wearing one! For that I was sentenced to the bunker: the prison within the concentration camp.",1.0,24.0,3.2,6.0,0,non-parallem,2.8,1
25,"After moving to Hong Kong, she began an affair with Charles Boxer, the local head of British army intelligence. According to a December 1944 Time article, Hahn decided that she needed the steadying influence of a baby, but doubted if she could have one.",non-parallelism,"After moving to Hong Kong, she began an affair with Charles Boxer, the local head of British army intelligence. According to a December 1944 Time article, Hahn decided that she needed the steadying influence of a baby, but doubted if she could have one.",one,B,B,True,row_3,B,True,B,True,"After moving to Hong Kong, she began an affair with Charles Boxer, the local head of British army intelligence. According to a December 1944 Time article, Hahn decided that she needed the steadying influence of a baby, but doubted if she could have one.",1.0,25.0,6.8,3.2,0,non-parallem,-3.5999999999999996,0
26,"""High Fidelity"" was released as the second single from Get Happy!! after ""I Can't Stand Up for Falling Down."" The single's B-side featured a version of Betty Everett's ""Getting Mighty Crowded"" recorded during the Get Happy!! sessions as well as an early, slower version of ""Clowntime Is Over."" The release of the single was accompanied by a music video, of which Costello said, ""Nice dance routine with this one!"" The single was a modest commercial success in the UK, reaching number 30 on the UK Singles Chart over a stay of five weeks. ",non-parallelism,"""High Fidelity"" was released as the second single from Get Happy!! after ""I Can't Stand Up for Falling Down."" The single's B-side featured a version of Betty Everett's ""Getting Mighty Crowded"" recorded during the Get Happy!! sessions as well as an early, slower version of ""Clowntime Is Over."" The release of the single was accompanied by a music video, of which Costello said, ""Nice dance routine with this one!"" The single was a modest commercial success in the UK, reaching number 30 on the UK Singles Chart over a stay of five weeks. ",one,B,A,False,row_3,A,False,A,False,"""High Fidelity"" was released as the second single from Get Happy!! after ""I Can't Stand Up for Falling Down."" The single's B-side featured a version of Betty Everett's ""Getting Mighty Crowded"" recorded during the Get Happy!! sessions as well as an early, slower version of ""Clowntime Is Over."" The release of the single was accompanied by a music video, of which Costello said, ""Nice dance routine with this one!"" The single was a modest commercial success in the UK, reaching number 30 on the UK Singles Chart over a stay of five weeks. ",0.6666666666666666,26.0,2.6,3.8,0,non-parallem,1.1999999999999997,1
27,"Notable features included a windowing system allowing multiple simultaneous 3d views - including exterior views of the aircraft itself - and (on the Amiga and Atari ST) modem play. Info gave the Amiga version five out of five, describing it as the ""finest incarnation"". Praising the ""superb"" graphics, the magazine advised to ""BEGIN your game collection with this one!""",non-parallelism,"Notable features included a windowing system allowing multiple simultaneous 3d views - including exterior views of the aircraft itself - and (on the Amiga and Atari ST) modem play. Info gave the Amiga version five out of five, describing it as the ""finest incarnation"". Praising the ""superb"" graphics, the magazine advised to ""BEGIN your game collection with this one!""",one,B,B,True,row_3,A,False,B,True,"Notable features included a windowing system allowing multiple simultaneous 3d views - including exterior views of the aircraft itself - and (on the Amiga and Atari ST) modem play. Info gave the Amiga version five out of five, describing it as the ""finest incarnation"". Praising the ""superb"" graphics, the magazine advised to ""BEGIN your game collection with this one!""",1.0,27.0,4.4,5.4,0,non-parallem,1.0,1
28,"Game five was most of the way across the country in East Lansing, Michigan. The Beavers' opponent was the Michigan Aggies, who had pummeled the Michigan Wolverines 24‚Äì0 in Ann Arbor the week before. Coupled with a train ride spanning two-thirds of the country without the ability to practice, the odds of a Beaver victory seemed slim. Roscoe Fawcett of Portland's Morning Oregonian set the odds at around zero, when he wrote, ""One thing is very certain, and that is the Corvallis boys are due for a trimming...and a bad one!""",non-parallelism,"Game five was most of the way across the country in East Lansing, Michigan. The Beavers' opponent was the Michigan Aggies, who had pummeled the Michigan Wolverines 24–0 in Ann Arbor the week before. Coupled with a train ride spanning two-thirds of the country without the ability to practice, the odds of a Beaver victory seemed slim. Roscoe Fawcett of Portland's Morning Oregonian set the odds at around zero, when he wrote, ""One thing is very certain, and that is the Corvallis boys are due for a trimming...and a bad one!""",one,B,B,True,row_3,A,False,A,False,"Game five was most of the way across the country in East Lansing, Michigan. The Beavers' opponent was the Michigan Aggies, who had pummeled the Michigan Wolverines 24–0 in Ann Arbor the week before. Coupled with a train ride spanning two-thirds of the country without the ability to practice, the odds of a Beaver victory seemed slim. Roscoe Fawcett of Portland's Morning Oregonian set the odds at around zero, when he wrote, ""One thing is very certain, and that is the Corvallis boys are due for a trimming...and a bad one!""",1.0,,,,1,non-parallem,,1
29,"Empress Dowager was pleased and made him a censor. On one occasion, she was set to award a house to Hou that was seized from a person accused of treason. Hou declined and stated, ""I hate treasonous individuals, and I do not want a house from one!"" She was further impressed.",non-parallelism,"Empress Dowager was pleased and made him a censor. On one occasion, she was set to award a house to Hou that was seized from a person accused of treason. Hou declined and stated, ""I hate treasonous individuals, and I do not want a house from one!"" She was further impressed.",one,A,A,True,row_3,A,True,B,False,"Empress Dowager was pleased and made him a censor. On one occasion, she was set to award a house to Hou that was seized from a person accused of treason. Hou declined and stated, ""I hate treasonous individuals, and I do not want a house from one!"" She was further impressed.",1.0,,,,1,non-parallem,,1
30,"On 31 March 2010, Teresa Jusino of Popmatters expressed the view that English-speaking music fans no longer remember Selena's name, saying that on playing ""Dreaming of You"" or ""I Could Fall in Love"", many would say ""I remember that song!"" or ""I love that one!"". Randi Bergman of Fashion magazine, called the number an ""epic ballad"".",non-parallelism,"On 31 March 2010, Teresa Jusino of Popmatters expressed the view that English-speaking music fans no longer remember Selena's name, saying that on playing ""Dreaming of You"" or ""I Could Fall in Love"", many would say ""I remember that song!"" or ""I love that one!"". Randi Bergman of Fashion magazine, called the number an ""epic ballad"".",one,A,A,True,row_3,A,True,A,True,"On 31 March 2010, Teresa Jusino of Popmatters expressed the view that English-speaking music fans no longer remember Selena's name, saying that on playing ""Dreaming of You"" or ""I Could Fall in Love"", many would say ""I remember that song!"" or ""I love that one!"". Randi Bergman of Fashion magazine, called the number an ""epic ballad"".",0.6666666666666666,30.0,6.6,7.0,0,non-parallem,0.40000000000000036,1
31,"Gaurav Malani of IndiaTimes rated the movie 3/5 and said, ""If you hate love stories this one's certainly not for you. Which means this ends up being another love story and that too a dull one!‚Äù Nikhat Kazmi of Times of India also praised the lead performances, but found the plot predictable and rated the movie 3/5 saying, ""Thematically, I Hate Luv Storys is extremely simplistic, uni-layered and terribly predictable.""",non-parallelism,"Gaurav Malani of IndiaTimes rated the movie 3/5 and said, ""If you hate love stories this one's certainly not for you. Which means this ends up being another love story and that too a dull one!” Nikhat Kazmi of Times of India also praised the lead performances, but found the plot predictable and rated the movie 3/5 saying, ""Thematically, I Hate Luv Storys is extremely simplistic, uni-layered and terribly predictable.""",one,A,A,True,row_3,A,True,A,True,"Gaurav Malani of IndiaTimes rated the movie 3/5 and said, ""If you hate love stories this one's certainly not for you. Which means this ends up being another love story and that too a dull one!” Nikhat Kazmi of Times of India also praised the lead performances, but found the plot predictable and rated the movie 3/5 saying, ""Thematically, I Hate Luv Storys is extremely simplistic, uni-layered and terribly predictable.""",1.0,31.0,1.8,2.8,0,non-parallem,0.9999999999999998,1
32,"In a small town of the Russian Empire during the 19th century reign mores typical of that time. The mayor and the other officials take bribes, embezzle public money, drink and play cards, while idly discussing the latest town gossip. But soon alarming news arrives ‚Äì a stern government inspector from St. Petersburg has been sent to the city, and even worse, a plain-clothed one!",non-parallelism,"In a small town of the Russian Empire during the 19th century reign mores typical of that time. The mayor and the other officials take bribes, embezzle public money, drink and play cards, while idly discussing the latest town gossip. But soon alarming news arrives – a stern government inspector from St. Petersburg has been sent to the city, and even worse, a plain-clothed one!",one,A,A,True,row_3,A,True,A,True,"In a small town of the Russian Empire during the 19th century reign mores typical of that time. The mayor and the other officials take bribes, embezzle public money, drink and play cards, while idly discussing the latest town gossip. But soon alarming news arrives – a stern government inspector from St. Petersburg has been sent to the city, and even worse, a plain-clothed one!",1.0,,,,1,non-parallem,,1
33,"The people rushed to arms. Now I have to trudge there through the snow with [lac.] cohorts. You‚Äôll remark that the Domitii are coming to grief all along the line. Well, I could wish our scion of Venus had shown as much spirit in dealing with your Domitius as Psecas' offspring showed with this one!",Contrasting,"The people rushed to arms. Now I have to trudge there through the snow with [lac.] cohorts. You’ll remark that the Domitii are coming to grief all along the line. Well, I could wish our scion of Venus had shown as much spirit in dealing with your Domitius as Psecas' offspring showed with this one!",one,A,A,True,row_3,A,True,A,True,"The people rushed to arms. Now I have to trudge there through the snow with [lac.] cohorts. You’ll remark that the Domitii are coming to grief all along the line. Well, I could wish our scion of Venus had shown as much spirit in dealing with your Domitius as Psecas' offspring showed with this one!",0.0,,,,1,parallel,,1
