text_id,text_corpus_ann,Unnamed: 6,text_corpus,one/ones,antecedent type,one-start character offset,one-end character offset,A,antecedent A-start character offset,antecedent A-end character offset,B,antecedent B-start character offset,antecedent B-end character offset,A-antecedent,B-antecedent,A-antecedent.1,B-antecedent.1,antecedent number,one-licensor category,URL,ft_is_ones,ft_is_nppl,ft_is_linguistic,wlen_A,wlen_B,dist_A_ao,dist_B_ao,ft_TAvsCF_dist,A_unigram,B_unigram,ft_uni_TACFlogdiff,human_text,human_acc,correct_human,text,target,expected_answer,gpt_answer,correct_GPT,recheck_GPT,llama_answer,correct_LLaMA,recheck_LLaMA,Gemma_LoRA_answer,correct_Gemma,recheck_Gemma,dataset,version,Item,rater_1,rater_2,rater_3,all_humans,null_count,acc_binary_all3,acc_binary_2,acc_human,is_parallem
55,"Elvira accompanied by her slave Zulma regrets the loss of the love of her husband, the Turkish Bey Mustafà. Left alone with Haly (since the Italian 'h' is silent, this corresponds to the name Ali, more familiar in the English-speaking world), Captain of the Corsairs, Mustafà reveals his plan to marry Elvira off to Lindoro, his Italian slave. The Bey is bored with his submissive harem, desiring a new challenge to his virility: he wants an Italian girl, and Haly must find one!",Clausal or VP Coordination,"Elvira accompanied by her slave Zulma regrets the loss of the love of her husband, the Turkish Bey Mustafà. Left alone with Haly (since the Italian 'h' is silent, this corresponds to the name Ali, more familiar in the English-speaking world), Captain of the Corsairs, Mustafà reveals his plan to marry Elvira off to Lindoro, his Italian slave. The Bey is bored with his submissive harem, desiring a new challenge to his virility: he wants an Italian girl, and Haly must find one!",one,linguistic,475,477,an Italian girl,439,453,a new challenge,397,411,True,False,local,non-local,npsg,verb,https://en.wikipedia.org/wiki/L'italiana_in_Algeri,0,0,1,15,15,22,64,-42,-15.1610431671142,-15.6862907409667,0.5252475738525391,"Elvira accompanied by her slave Zulma regrets the loss of the love of her husband, the Turkish Bey Mustafà. Left alone with Haly (since the Italian 'h' is silent, this corresponds to the name Ali, more familiar in the English-speaking world), Captain of the Corsairs, Mustafà reveals his plan to marry Elvira off to Lindoro, his Italian slave. The Bey is bored with his submissive harem, desiring a new challenge to his virility: he wants an Italian girl, and Haly must find one!",1.0,1.0,"Elvira accompanied by her slave Zulma regrets the loss of the love of her husband, the Turkish Bey Mustafà. Left alone with Haly (since the Italian 'h' is silent, this corresponds to the name Ali, more familiar in the English-speaking world), Captain of the Corsairs, Mustafà reveals his plan to marry Elvira off to Lindoro, his Italian slave. The Bey is bored with his submissive harem, desiring a new challenge to his virility: he wants an Italian girl, and Haly must find one!",one,an Italian girl,GIRL,0.0,0.0,Haly,0.0,0.0,Italian girl,0.0,1.0,gao,one_13,55,True,True,True,3.0,0,1,1,1.0,parallel
56,"“Time Machine is a backup utility, not an archival utility, it is not intended as offline storage. Time Machine captures the most recent state of your data on your disk. As snapshots age, they are prioritized progressively lower compared to your more recent ones.”",Subset,"“Time Machine is a backup utility, not an archival utility, it is not intended as offline storage. Time Machine captures the most recent state of your data on your disk. As snapshots age, they are prioritized progressively lower compared to your more recent ones.”",ones,linguistic,258,261,snapshots,173,181,disk,164,167,True,False,local,non-local,nppl,adj,https://en.wikipedia.org/wiki/Time_Machine_(macOS),1,1,1,9,4,77,91,-14,-7.03320407867431,-7.03320407867431,0.0,"“Time Machine is a backup utility, not an archival utility, it is not intended as offline storage. Time Machine captures the most recent state of your data on your disk. As snapshots age, they are prioritized progressively lower compared to your more recent ones.”",1.0,1.0,"“Time Machine is a backup utility, not an archival utility, it is not intended as offline storage. Time Machine captures the most recent state of your data on your disk. As snapshots age, they are prioritized progressively lower compared to your more recent ones.”",ones,snapshots,SNAPSHOTS,1.0,1.0,Time Machine's data,0.0,0.0,snapshots,1.0,1.0,gao,one_15,56,True,True,True,3.0,0,1,1,1.0,parallel
57,"Dr Otter is a very gentle medical children's programme that focuses far more on Flybread's attitude and learning about the community, and each episode deals with a minor moral dilemma, rather than a medical one! ",Contrasting,"Dr Otter is a very gentle medical children's programme that focuses far more on Flybread's attitude and learning about the community, and each episode deals with a minor moral dilemma, rather than a medical one! ",one,linguistic,207,209,dilemma,176,182,episode,143,149,True,False,local,non-local,npsg,adj,https://en.wikipedia.org/wiki/Dr_Otter,0,0,1,7,7,25,58,-33,-7.03320407867431,-6.05788612365722,-0.975317955017089,"Dr Otter is a very gentle medical children's programme that focuses far more on Flybread's attitude and learning about the community, and each episode deals with a minor moral dilemma, rather than a medical one! ",0.5,1.0,"Dr Otter is a very gentle medical children's programme that focuses far more on Flybread's attitude and learning about the community, and each episode deals with a minor moral dilemma, rather than a medical one! ",one,dilemma,DILEMMA,1.0,1.0,Flybread's attitude and learning about the community,0.0,0.0,dilemma,1.0,1.0,gao,one_13,57,True,True,True,3.0,0,1,1,1.0,parallel
58,"The pair were asked if they would ever consider writing an episode with a happy ending. Shearsmith responded by saying ""Yes, because that would be the biggest surprise of all ... But last year we had the Last Gasp, and that had quite a happy ending - and people hated that one!"" Similarly, Pemberton suggested that ""people are disappointed if we don't deliver something horrible"".",non-parallelism,"The pair were asked if they would ever consider writing an episode with a happy ending. Shearsmith responded by saying ""Yes, because that would be the biggest surprise of all ... But last year we had the Last Gasp, and that had quite a happy ending - and people hated that one!"" Similarly, Pemberton suggested that ""people are disappointed if we don't deliver something horrible"".",one,linguistic,273,275,happy ending ,236,247,people,255,260,True,False,non-local,local,npsg,det,https://en.wikipedia.org/wiki/Last_Gasp_(Inside_No._9),0,0,1,12,6,26,13,13,-12.1797561645507,-5.33795261383056,-6.84180355072021,"The pair were asked if they would ever consider writing an episode with a happy ending. Shearsmith responded by saying ""Yes, because that would be the biggest surprise of all ... But last year we had the Last Gasp, and that had quite a happy ending - and people hated that one!"" Similarly, Pemberton suggested that ""people are disappointed if we don't deliver something horrible"".",1.0,1.0,"The pair were asked if they would ever consider writing an episode with a happy ending. Shearsmith responded by saying ""Yes, because that would be the biggest surprise of all ... But last year we had the Last Gasp, and that had quite a happy ending - and people hated that one!"" Similarly, Pemberton suggested that ""people are disappointed if we don't deliver something horrible"".",one,happy ending,ENDING,0.0,0.0,The Last Gasp,0.0,0.0,that one,0.0,0.0,gao,one_10,58,False,True,True,2.0,0,0,1,0.6666666666666666,non-parallem
59,"40 Trips Around the Sun contains 14 tracks from 1978 to 1993, and three previously unreleased recordings (""Spanish Sea"", ""Alone"" and ""Struck by Lightning""). ""Spanish Sea"" was recorded during the sessions for Isolation (1984), and was re-written with a new chorus. Steve Lukather said of the song: ""Thanks to modern tech we were able to play once again with not only our 20 something selves but with our dear brothers Jeff and Mike Porcaro reminding us just how deep their groove was. Bittersweet... Many stories, laughs and a few tears on this one"".",non-parallelism,"40 Trips Around the Sun contains 14 tracks from 1978 to 1993, and three previously unreleased recordings (""Spanish Sea"", ""Alone"" and ""Struck by Lightning""). ""Spanish Sea"" was recorded during the sessions for Isolation (1984), and was re-written with a new chorus. Steve Lukather said of the song: ""Thanks to modern tech we were able to play once again with not only our 20 something selves but with our dear brothers Jeff and Mike Porcaro reminding us just how deep their groove was. Bittersweet... Many stories, laughs and a few tears on this one"".",one,discourse,544,546,song,291,294,tears,530,534,True,False,non-local,local,npsg,det,https://en.wikipedia.org/wiki/40_Trips_Around_the_Sun,0,0,0,4,5,250,10,240,-4.79221534729003,-7.03320407867431,2.2409887313842773,"40 Trips Around the Sun contains 14 tracks from 1978 to 1993, and three previously unreleased recordings (""Spanish Sea"", ""Alone"" and ""Struck by Lightning""). ""Spanish Sea"" was recorded during the sessions for Isolation (1984), and was re-written with a new chorus. Steve Lukather said of the song: ""Thanks to modern tech we were able to play once again with not only our 20 something selves but with our dear brothers Jeff and Mike Porcaro reminding us just how deep their groove was. Bittersweet... Many stories, laughs and a few tears on this one"".",1.0,1.0,"40 Trips Around the Sun contains 14 tracks from 1978 to 1993, and three previously unreleased recordings (""Spanish Sea"", ""Alone"" and ""Struck by Lightning""). ""Spanish Sea"" was recorded during the sessions for Isolation (1984), and was re-written with a new chorus. Steve Lukather said of the song: ""Thanks to modern tech we were able to play once again with not only our 20 something selves but with our dear brothers Jeff and Mike Porcaro reminding us just how deep their groove was. Bittersweet... Many stories, laughs and a few tears on this one"".",one,song,SONG,1.0,1.0,Steve Lukather,0.0,0.0,"""Spanish Sea""",0.0,0.0,gao,one_5,59,False,True,True,2.0,0,0,1,0.6666666666666666,non-parallem
60,"Coincidentally, this occurred at the same time Lucy kicked Linus out of the house, leading her to cry in dismay, to which she said, ""A 'new' baby brother? But I just got rid of the 'old' one!"" She then let him back in stating, ""You can't shovel water with a pitchfork!"" The irony was not lost on Linus, who foolishly mocked her behavior until she gagged him with his own security blanket.",non-parallelism,"Coincidentally, this occurred at the same time Lucy kicked Linus out of the house, leading her to cry in dismay, to which she said, ""A 'new' baby brother? But I just got rid of the 'old' one!"" She then let him back in stating, ""You can't shovel water with a pitchfork!"" The irony was not lost on Linus, who foolishly mocked her behavior until she gagged him with his own security blanket.",one,discourse,187,189,baby brother,141,152,house ,76,80,True,False,local,non-local,npsg,adj,https://en.wikipedia.org/wiki/Linus_Van_Pelt,0,0,0,12,5,35,107,-72,-12.7013902664184,-4.2961139678955,-8.40527629852295,"Coincidentally, this occurred at the same time Lucy kicked Linus out of the house, leading her to cry in dismay, to which she said, ""A 'new' baby brother? But I just got rid of the 'old' one!"" She then let him back in stating, ""You can't shovel water with a pitchfork!"" The irony was not lost on Linus, who foolishly mocked her behavior until she gagged him with his own security blanket.",1.0,1.0,"Coincidentally, this occurred at the same time Lucy kicked Linus out of the house, leading her to cry in dismay, to which she said, ""A 'new' baby brother? But I just got rid of the 'old' one!"" She then let him back in stating, ""You can't shovel water with a pitchfork!"" The irony was not lost on Linus, who foolishly mocked her behavior until she gagged him with his own security blanket.",one,baby brother,BROTHER,0.0,0.0,Linus,0.0,0.0,Linus,0.0,0.0,gao,one_6,60,True,False,True,2.0,0,0,1,0.6666666666666666,non-parallem
61,"At the time, the actor had not heard whether his character would be returning, though he later appeared in the first-season finale and five fourth season episodes. Harris described his character as an ""anti-hero who is fighting for the just cause"" and the episode as ""a page-turner... When I read it, I said, 'Ah, this is a fantastic one. I can't wait to see it.' It's directed with a lot of energy, a lot of tension. It's a good one, a really good one"". The episode featured the first of many guest appearances by actor Clark Middleton as the rare bookseller Edward Markham.",non-parallelism,"At the time, the actor had not heard whether his character would be returning, though he later appeared in the first-season finale and five fourth season episodes. Harris described his character as an ""anti-hero who is fighting for the just cause"" and the episode as ""a page-turner... When I read it, I said, 'Ah, this is a fantastic one. I can't wait to see it.' It's directed with a lot of energy, a lot of tension. It's a good one, a really good one"". The episode featured the first of many guest appearances by actor Clark Middleton as the rare bookseller Edward Markham.",one,discourse,334,336,episode ,256,262,page-turner,270,280,True,False,non-local,local,npsg,adj,https://en.wikipedia.org/wiki/Ability_(Fringe),0,0,0,7,11,72,54,18,-6.05788612365722,-7.03320407867431,0.9753179550170898,"At the time, the actor had not heard whether his character would be returning, though he later appeared in the first-season finale and five fourth season episodes. Harris described his character as an ""anti-hero who is fighting for the just cause"" and the episode as ""a page-turner... When I read it, I said, 'Ah, this is a fantastic one. I can't wait to see it.' It's directed with a lot of energy, a lot of tension. It's a good one, a really good one"". The episode featured the first of many guest appearances by actor Clark Middleton as the rare bookseller Edward Markham.",1.0,1.0,"At the time, the actor had not heard whether his character would be returning, though he later appeared in the first-season finale and five fourth season episodes. Harris described his character as an ""anti-hero who is fighting for the just cause"" and the episode as ""a page-turner... When I read it, I said, 'Ah, this is a fantastic one. I can't wait to see it.' It's directed with a lot of energy, a lot of tension. It's a good one, a really good one"". The episode featured the first of many guest appearances by actor Clark Middleton as the rare bookseller Edward Markham.",one,episode,EPISODE,1.0,1.0,The episode,0.0,1.0,episode,1.0,1.0,gao,one_1,61,True,True,True,3.0,0,1,1,1.0,non-parallem
62,"Weissberg also said that ""without the warmth and ironic self-awareness that Paz brings to Miranda, the pic might have been a lesser vehicle, or at least a less absorbing one"". Las Horas Muertas was screened during the 2013 Morelia International Film Festival, where Paz was named Best Actress.",Modifier Coordination,"Weissberg also said that ""without the warmth and ironic self-awareness that Paz brings to Miranda, the pic might have been a lesser vehicle, or at least a less absorbing one"". Las Horas Muertas was screened during the 2013 Morelia International Film Festival, where Paz was named Best Actress.",one,linguistic,170,172,pic,103,105,vehicle,132,138,False,True,non-local,local,npsg,adj,https://en.wikipedia.org/wiki/Adriana_Paz,0,0,1,3,7,65,32,-33,-4.76665353775024,-7.03320407867431,-2.26655054092407,"Weissberg also said that ""without the warmth and ironic self-awareness that Paz brings to Miranda, the pic might have been a lesser vehicle, or at least a less absorbing one"". Las Horas Muertas was screened during the 2013 Morelia International Film Festival, where Paz was named Best Actress.",0.6666666666666666,1.0,"Weissberg also said that ""without the warmth and ironic self-awareness that Paz brings to Miranda, the pic might have been a lesser vehicle, or at least a less absorbing one"". Las Horas Muertas was screened during the 2013 Morelia International Film Festival, where Paz was named Best Actress.",one,vehicle,VEHICLE,1.0,1.0,Miranda,0.0,0.0,vehicle,1.0,1.0,gao,one_15,62,False,False,True,1.0,0,0,0,0.3333333333333333,parallel
63,"As a normal day of school progresses, Gao and the gang notice something strange going on with Zanya. He is actually talking to girls and dating one! Its gotten to a point that he wants to marry this girl and retire from Buddyfighting?! Is Zanya growing up, or is there another force at play?!",Clausal or VP Coordination,"As a normal day of school progresses, Gao and the gang notice something strange going on with Zanya. He is actually talking to girls and dating one! Its gotten to a point that he wants to marry this girl and retire from Buddyfighting?! Is Zanya growing up, or is there another force at play?!",one,linguistic,144,146,progresses,26,35,girls,127,131,False,True,non-local,local,nppl,verb,https://en.wikipedia.org/wiki/List_of_Future_Card_Buddyfight_episodes,0,1,1,10,5,109,13,-96,-7.03320407867431,-7.03320407867431,0.0,"As a normal day of school progresses, Gao and the gang notice something strange going on with Zanya. He is actually talking to girls and dating one! Its gotten to a point that he wants to marry this girl and retire from Buddyfighting?! Is Zanya growing up, or is there another force at play?!",1.0,1.0,"As a normal day of school progresses, Gao and the gang notice something strange going on with Zanya. He is actually talking to girls and dating one! Its gotten to a point that he wants to marry this girl and retire from Buddyfighting?! Is Zanya growing up, or is there another force at play?!",one,girls,GIRL,0.0,1.0,Zanya,0.0,0.0,girl,0.0,1.0,gao,one_22,63,True,True,True,3.0,0,1,1,1.0,parallel
64,"Diego and Alicia are far away from home for the first time ever! They are on a trip doing some research and animal help in Antarctica, and this trip proves to be a busy one! A little penguin and his name is Pepito the Emperor Penguin and he is lost and cannot find his way to his new school. Diego must help him find where his new school is, and how to get there.",Subset,"Diego and Alicia are far away from home for the first time ever! They are on a trip doing some research and animal help in Antarctica, and this trip proves to be a busy one! A little penguin and his name is Pepito the Emperor Penguin and he is lost and cannot find his way to his new school. Diego must help him find where his new school is, and how to get there.",one,linguistic,169,171,help,115,118,trip ,144,147,False,True,non-local,local,npsg,adj,"https://en.wikipedia.org/wiki/List_of_Go,_Diego,_Go!_episodes",0,0,1,4,4,51,22,-29,-5.51894235610961,-5.3766279220581,0.1423144340515136,"Diego and Alicia are far away from home for the first time ever! They are on a trip doing some research and animal help in Antarctica, and this trip proves to be a busy one! A little penguin and his name is Pepito the Emperor Penguin and he is lost and cannot find his way to his new school. Diego must help him find where his new school is, and how to get there.",1.0,1.0,"Diego and Alicia are far away from home for the first time ever! They are on a trip doing some research and animal help in Antarctica, and this trip proves to be a busy one! A little penguin and his name is Pepito the Emperor Penguin and he is lost and cannot find his way to his new school. Diego must help him find where his new school is, and how to get there.",one,trip,TRIP,1.0,1.0,Pepito the Emperor Penguin,0.0,0.0,trip,1.0,1.0,gao,one_5,64,True,True,True,3.0,0,1,1,1.0,parallel
65,"Buddy is going all out for this brunch bonanza with Italian French Toast, Basil Omelet's and Roasted Rosemary Potatoes with Pancetta. Hit the snooze button, because there's no reason for breakfast with a brunch menu like this one!",Subset,"Buddy is going all out for this brunch bonanza with Italian French Toast, Basil Omelet's and Roasted Rosemary Potatoes with Pancetta. Hit the snooze button, because there's no reason for breakfast with a brunch menu like this one!",one,linguistic,226,228,breakfast,187,195,brunch menu ,204,214,False,True,non-local,local,npsg,det,https://en.wikipedia.org/wiki/List_of_Kitchen_Boss_episodes,0,0,1,9,11,31,12,-19,-7.03320407867431,-14.0664081573486,-7.03320407867431,"Buddy is going all out for this brunch bonanza with Italian French Toast, Basil Omelet's and Roasted Rosemary Potatoes with Pancetta. Hit the snooze button, because there's no reason for breakfast with a brunch menu like this one!",1.0,1.0,"Buddy is going all out for this brunch bonanza with Italian French Toast, Basil Omelet's and Roasted Rosemary Potatoes with Pancetta. Hit the snooze button, because there's no reason for breakfast with a brunch menu like this one!",one,brunch menu,MENU,0.0,0.0,Brunch menu,1.0,1.0,brunch menu,1.0,1.0,gao,one_5,65,True,True,True,3.0,0,1,1,1.0,parallel
66,"Maria will do anything, and does practically everything, to find her younger brother Tino – a lazy klutz whose only interests are girls and Gilligan's Island– a job at the mall. Because he keeps botching the interviews (even wearing jeans and a red T-shirt to one!), she has to do all the work for him. Even that doesn't help because, if there's a way to get himself fired, he always finds it before the day is up.",Subset,"Maria will do anything, and does practically everything, to find her younger brother Tino – a lazy klutz whose only interests are girls and Gilligan's Island– a job at the mall. Because he keeps botching the interviews (even wearing jeans and a red T-shirt to one!), she has to do all the work for him. Even that doesn't help because, if there's a way to get himself fired, he always finds it before the day is up.",one,linguistic,260,262,T-shirt,249,255,interviews ,208,217,False,True,local,non-local,nppl,prep,https://en.wikipedia.org/wiki/List_of_Saved_by_the_Bell:_The_New_Class_episodes,0,1,1,7,10,5,43,38,-7.03320407867431,-7.03320407867431,0.0,"Maria will do anything, and does practically everything, to find her younger brother Tino – a lazy klutz whose only interests are girls and Gilligan's Island– a job at the mall. Because he keeps botching the interviews (even wearing jeans and a red T-shirt to one!), she has to do all the work for him. Even that doesn't help because, if there's a way to get himself fired, he always finds it before the day is up.",0.6666666666666666,1.0,"Maria will do anything, and does practically everything, to find her younger brother Tino – a lazy klutz whose only interests are girls and Gilligan's Island– a job at the mall. Because he keeps botching the interviews (even wearing jeans and a red T-shirt to one!), she has to do all the work for him. Even that doesn't help because, if there's a way to get himself fired, he always finds it before the day is up.",one,interviews,INTERVIEW,0.0,1.0,Gilligan's Island,0.0,0.0,interview,0.0,1.0,gao,one_12,66,True,True,True,3.0,0,1,1,1.0,parallel
67,"When Wild Card creates evil clones of the Guardians, the public no longer trusts the real ones! Can the Guardians defeat the clones and earn back the public’s trust?",Contrasting,"When Wild Card creates evil clones of the Guardians, the public no longer trusts the real ones! Can the Guardians defeat the clones and earn back the public’s trust?",ones,linguistic,90,92,public,57,62,Guardians,42,50,False,True,local,non-local,nppl,adj,https://en.wikipedia.org/wiki/List_of_NFL_Rush_Zone_episodes,1,1,1,6,9,28,40,12,-5.47875928878784,-7.03320407867431,-1.55444478988647,"When Wild Card creates evil clones of the Guardians, the public no longer trusts the real ones! Can the Guardians defeat the clones and earn back the public’s trust?",1.0,1.0,"When Wild Card creates evil clones of the Guardians, the public no longer trusts the real ones! Can the Guardians defeat the clones and earn back the public’s trust?",ones,Guardians,GUARDIANS,1.0,1.0,The Guardians,0.0,1.0,Guardians,1.0,1.0,gao,one_6,67,True,True,True,3.0,0,1,1,1.0,parallel
68,Daisy's friend Petunia needs some help making a city garden because she doesn't know how to build one.,non-parallelism,Daisy's friend Petunia needs some help making a city garden because she doesn't know how to build one.,one,linguistic,98,100,help,34,37,city garden ,48,58,False,True,non-local,local,npsg,verb,https://en.wikipedia.org/wiki/List_of_Nature_Cat_episodes,0,0,1,4,11,61,40,-21,-5.51894235610961,-10.60480594635,-5.08586359024047,Daisy's friend Petunia needs some help making a city garden because she doesn't know how to build one.,1.0,1.0,Daisy's friend Petunia needs some help making a city garden because she doesn't know how to build one.,one,city garden,GARDEN,0.0,0.0,A city garden,0.0,1.0,garden,0.0,1.0,gao,one_12,68,True,True,True,3.0,0,1,1,1.0,non-parallem
69,"TV Week's Jackie Bryel revealed that the man Carmel sets her sights on is Susan's ex-husband, Karl. Shortly after her arrival, Carmel reveals that she has separated from her husband, Robert, and is ready to find a new relationship. Child told Brygel ""Carmel just breezes in and thinks she'll come and stay with Susan to start a new life in Erinsborough. She gives Susan a little bit of a shock, and not an entirely pleasant one! Carmel is very outgoing, and I don't think she's overly sensitive to the feelings of others.""",Contrasting,"TV Week's Jackie Bryel revealed that the man Carmel sets her sights on is Susan's ex-husband, Karl. Shortly after her arrival, Carmel reveals that she has separated from her husband, Robert, and is ready to find a new relationship. Child told Brygel ""Carmel just breezes in and thinks she'll come and stay with Susan to start a new life in Erinsborough. She gives Susan a little bit of a shock, and not an entirely pleasant one! Carmel is very outgoing, and I don't think she's overly sensitive to the feelings of others.""",one,linguistic,424,426,life ,332,335,shock,388,392,False,True,non-local,local,npsg,adj,https://en.wikipedia.org/wiki/List_of_Neighbours_characters_(2002),0,0,1,4,5,89,32,-57,-4.82501888275146,-5.43038320541381,-0.605364322662353,"TV Week's Jackie Bryel revealed that the man Carmel sets her sights on is Susan's ex-husband, Karl. Shortly after her arrival, Carmel reveals that she has separated from her husband, Robert, and is ready to find a new relationship. Child told Brygel ""Carmel just breezes in and thinks she'll come and stay with Susan to start a new life in Erinsborough. She gives Susan a little bit of a shock, and not an entirely pleasant one! Carmel is very outgoing, and I don't think she's overly sensitive to the feelings of others.""",1.0,1.0,"TV Week's Jackie Bryel revealed that the man Carmel sets her sights on is Susan's ex-husband, Karl. Shortly after her arrival, Carmel reveals that she has separated from her husband, Robert, and is ready to find a new relationship. Child told Brygel ""Carmel just breezes in and thinks she'll come and stay with Susan to start a new life in Erinsborough. She gives Susan a little bit of a shock, and not an entirely pleasant one! Carmel is very outgoing, and I don't think she's overly sensitive to the feelings of others.""",one,shock,SHOCK,1.0,1.0,Susan's feelings,0.0,0.0,shock,1.0,1.0,gao,one_15,69,True,True,True,3.0,0,1,1,1.0,parallel
70,"Harris described his character as an ""anti-hero who is fighting for the just cause"" and the episode as ""a page-turner... When I read it, I said, 'Ah, this is a fantastic one. I can't wait to see it.' It's directed with a lot of energy, a lot of tension. It's a good one, a really good one"". The episode featured the first of many guest appearances by actor Clark Middleton as the rare bookseller Edward Markham.",Subset,"Harris described his character as an ""anti-hero who is fighting for the just cause"" and the episode as ""a page-turner... When I read it, I said, 'Ah, this is a fantastic one. I can't wait to see it.' It's directed with a lot of energy, a lot of tension. It's a good one, a really good one"". The episode featured the first of many guest appearances by actor Clark Middleton as the rare bookseller Edward Markham.",one,discourse,266,268,tension,245,251,episode,256,262,False,True,local,non-local,npsg,adj,https://en.wikipedia.org/wiki/Ability_(Fringe),0,0,0,7,7,15,4,-11,-5.63031005859375,-6.05788612365722,-0.427576065063476,"Harris described his character as an ""anti-hero who is fighting for the just cause"" and the episode as ""a page-turner... When I read it, I said, 'Ah, this is a fantastic one. I can't wait to see it.' It's directed with a lot of energy, a lot of tension. It's a good one, a really good one"". The episode featured the first of many guest appearances by actor Clark Middleton as the rare bookseller Edward Markham.",1.0,1.0,"Harris described his character as an ""anti-hero who is fighting for the just cause"" and the episode as ""a page-turner... When I read it, I said, 'Ah, this is a fantastic one. I can't wait to see it.' It's directed with a lot of energy, a lot of tension. It's a good one, a really good one"". The episode featured the first of many guest appearances by actor Clark Middleton as the rare bookseller Edward Markham.",one,episode,EPISODE,1.0,1.0,Edward Markham,0.0,0.0,episode,1.0,1.0,gao,one_8,70,True,True,True,3.0,0,1,1,1.0,parallel
71,Sweep has an obsession with helicopters and fails miserably to build a model one and fails again when playing with little ones. He is given the opportunity of a lifetime though when he is invited to go up in one! Mathew writes a story at the end of the day and reads it to the guys.,non-parallelism,Sweep has an obsession with helicopters and fails miserably to build a model one and fails again when playing with little ones. He is given the opportunity of a lifetime though when he is invited to go up in one! Mathew writes a story at the end of the day and reads it to the guys.,one,discourse,208,210,opportunity,144,154,helicopters ,28,38,False,True,local,non-local,nppl,perp,https://en.wikipedia.org/wiki/List_of_Sooty_Show_episodes,0,1,0,11,11,54,170,116,-7.03320407867431,-7.03320407867431,0.0,Sweep has an obsession with helicopters and fails miserably to build a model one and fails again when playing with little ones. He is given the opportunity of a lifetime though when he is invited to go up in one! Mathew writes a story at the end of the day and reads it to the guys.,0.3333333333333333,0.0,Sweep has an obsession with helicopters and fails miserably to build a model one and fails again when playing with little ones. He is given the opportunity of a lifetime though when he is invited to go up in one! Mathew writes a story at the end of the day and reads it to the guys.,one,helicopters,HELICOPTER,0.0,1.0,"Helicopter
Explanation: The pronoun ""one"" is used to refer to the noun ""hel",0.0,1.0,helicopter,0.0,1.0,gao,one_21,71,True,True,True,3.0,0,1,1,1.0,non-parallem
72,"Since the Sliders never determined which Arturo they took in ""Post Traumatic Slide Syndrome,"" it is possible the original Arturo from Earth Prime is still alive, as Rembrandt said at the end of the episode, ""We've got an Arturo and we don't even know which one!"".",Clausal or VP Coordination,"Since the Sliders never determined which Arturo they took in ""Post Traumatic Slide Syndrome,"" it is possible the original Arturo from Earth Prime is still alive, as Rembrandt said at the end of the episode, ""We've got an Arturo and we don't even know which one!"".",one,linguistic,257,259,episode,198,204,Arturo,221,226,False,True,non-local,local,npsg,det,https://en.wikipedia.org/wiki/List_of_Sliders_characters,0,0,1,7,6,53,31,-22,-6.05788612365722,-7.03320407867431,-0.975317955017089,"Since the Sliders never determined which Arturo they took in ""Post Traumatic Slide Syndrome,"" it is possible the original Arturo from Earth Prime is still alive, as Rembrandt said at the end of the episode, ""We've got an Arturo and we don't even know which one!"".",1.0,1.0,"Since the Sliders never determined which Arturo they took in ""Post Traumatic Slide Syndrome,"" it is possible the original Arturo from Earth Prime is still alive, as Rembrandt said at the end of the episode, ""We've got an Arturo and we don't even know which one!"".",one,Arturo,ARTURO,1.0,1.0,Arturo,1.0,1.0,Arturo,1.0,1.0,gao,one_2,72,True,True,True,3.0,0,1,1,1.0,parallel
73,Sweep has an obsession with helicopters and fails miserably to build a model one and fails again when playing with little ones. He is given the opportunity of a lifetime though when he is invited to go up in one! Mathew writes a story at the end of the day and reads it to the guys.,Clausal or VP Coordination,Sweep has an obsession with helicopters and fails miserably to build a model one and fails again when playing with little ones. He is given the opportunity of a lifetime though when he is invited to go up in one! Mathew writes a story at the end of the day and reads it to the guys.,one,linguistic,77,79,obsession ,13,21,helicopters,28,38,False,True,non-local,local,nppl,adj,https://en.wikipedia.org/wiki/List_of_Sooty_Show_episodes,0,1,1,9,11,56,39,-17,-7.03320407867431,-7.03320407867431,0.0,Sweep has an obsession with helicopters and fails miserably to build a model one and fails again when playing with little ones. He is given the opportunity of a lifetime though when he is invited to go up in one! Mathew writes a story at the end of the day and reads it to the guys.,1.0,1.0,Sweep has an obsession with helicopters and fails miserably to build a model one and fails again when playing with little ones. He is given the opportunity of a lifetime though when he is invited to go up in one! Mathew writes a story at the end of the day and reads it to the guys.,one,helicopters,HELICOPTER,0.0,1.0,"Helicopter
Explanation: The pronoun ""one"" is used to refer to the noun ""hel",0.0,1.0,helicopter,0.0,1.0,gao,one_16,73,True,True,True,3.0,0,1,1,1.0,parallel
