text_id,text_corpus_ann,Unnamed: 2,text_corpus,licensor,licensor-start character offset,licensor-end character offset,A,antecedent A-start character offset,antecedent A-end character offset,B,antecedent B-start character offset,antecedent B-end character offset,A-antecedent,B-antecedent,A-antecedent.1,B-antecedent.1,antecedent number,licensor-category,URL,ft_is_any,ft_is_nppl,wlen_A,wlen_B,dist_A_ao,dist_B_ao,ft_TAvsCF_dist,A_unigram,B_unigram,ft_uni_TACFlogdiff,human_text,human_acc,correct_human,text,target,expected_answer,gpt_answer,correct_GPT,recheck_GPT,llama_answer,correct_LLaMA,recheck_LLaMA,Gemma_LoRA_answer,correct_Gemma,recheck_Gemma,dataset,version,Item,rater_1,rater_2,rater_3,all_humans,null_count,acc_binary_all3,acc_binary_2,acc_human,is_parallem
56,"On July 14, the Cannons announced that neither Lawson nor LaPierre would suit up for the team that season. Dave Lawson informed team officials that he would be retiring from the league while Chris LaPierre decided not to report to the team. The Lizards said that they were not aware of the intentions of Lawson or LaPierre. There wasn't a no-report clause in the deal. The Cannons appealed to the league for compensation, but did not receive any.",Contrasting,"On July 14, the Cannons announced that neither Lawson nor LaPierre would suit up for the team that season. Dave Lawson informed team officials that he would be retiring from the league while Chris LaPierre decided not to report to the team. The Lizards said that they were not aware of the intentions of Lawson or LaPierre. There wasn't a no-report clause in the deal. The Cannons appealed to the league for compensation, but did not receive any.",any,442,444,compensation,408,119,league,397,402,True,False,local,non-local,npsg,det,https://en.wikipedia.org/wiki/2017_New_York_Lizards_season,1,0,12,6,323,40,283,-7.03320407867431,-5.51894235610961,-1.51426172256469,"On July 14, the Cannons announced that neither Lawson nor LaPierre would suit up for the team that season. Dave Lawson informed team officials that he would be retiring from the league while Chris LaPierre decided not to report to the team. The Lizards said that they were not aware of the intentions of Lawson or LaPierre. There wasn't a no-report clause in the deal. The Cannons appealed to the league for compensation, but did not receive any.",1.0,1.0,"On July 14, the Cannons announced that neither Lawson nor LaPierre would suit up for the team that season. Dave Lawson informed team officials that he would be retiring from the league while Chris LaPierre decided not to report to the team. The Lizards said that they were not aware of the intentions of Lawson or LaPierre. There wasn't a no-report clause in the deal. The Cannons appealed to the league for compensation, but did not receive any.",any,compensation,COMPENSATION,1.0,1.0,The Cannons,0.0,0.0,compensation,1.0,1.0,gnpe,NPE_10,56,True,True,True,3.0,0,1,1,1.0,parallel
57,"This was the third straight season to showcase Thursday Night Football with the first 11 weeks featuring Thursday night games, although the hosting distribution was not as equal as it was in the previous year. The Montreal Alouettes hosted four Thursday night games, Winnipeg hosted three, Ottawa Redblacks hosted two, while two teams (Toronto and Calgary) hosted once and three teams (Hamilton, Saskatchewan, and BC) did not host any.",Contrasting,"This was the third straight season to showcase Thursday Night Football with the first 11 weeks featuring Thursday night games, although the hosting distribution was not as equal as it was in the previous year. The Montreal Alouettes hosted four Thursday night games, Winnipeg hosted three, Ottawa Redblacks hosted two, while two teams (Toronto and Calgary) hosted once and three teams (Hamilton, Saskatchewan, and BC) did not host any.",any,431,433,Thursday night games,245,264,teams,379,383,True,False,non-local,local,nppl,det,https://en.wikipedia.org/wiki/2017_CFL_season,1,1,20,5,167,48,119,-19.6316585540771,-7.03320407867431,-12.5984544754028,"This was the third straight season to showcase Thursday Night Football with the first 11 weeks featuring Thursday night games, although the hosting distribution was not as equal as it was in the previous year. The Montreal Alouettes hosted four Thursday night games, Winnipeg hosted three, Ottawa Redblacks hosted two, while two teams (Toronto and Calgary) hosted once and three teams (Hamilton, Saskatchewan, and BC) did not host any.",1.0,1.0,"This was the third straight season to showcase Thursday Night Football with the first 11 weeks featuring Thursday night games, although the hosting distribution was not as equal as it was in the previous year. The Montreal Alouettes hosted four Thursday night games, Winnipeg hosted three, Ottawa Redblacks hosted two, while two teams (Toronto and Calgary) hosted once and three teams (Hamilton, Saskatchewan, and BC) did not host any.",any,Thursday night games,THURSDAY NIGHT GAMES,1.0,1.0,"Hamilton, Saskatchewan, and BC",0.0,0.0,teams,0.0,0.0,gnpe,NPE_10,57,True,True,True,3.0,0,1,1,1.0,parallel
58,"The Tulsa Police Department immediately sought to clarify their relationships with both Bates and Clark. ""Robert Bates has no current affiliation with the Tulsa Police Department and has not had any in 50 years,"" TPD said in a press release. ""Additionally, Mr. Jim Clark, a consultant for the Tulsa County Sheriff, does not represent the Tulsa Police Department nor has the Tulsa Police Department conducted an assessment of this incident.""",Clausal or VP Coordination,"The Tulsa Police Department immediately sought to clarify their relationships with both Bates and Clark. ""Robert Bates has no current affiliation with the Tulsa Police Department and has not had any in 50 years,"" TPD said in a press release. ""Additionally, Mr. Jim Clark, a consultant for the Tulsa County Sheriff, does not represent the Tulsa Police Department nor has the Tulsa Police Department conducted an assessment of this incident.""",any,195,197,affiliation ,134,144,relationships,64,76,True,False,local,non-local,npsg,det,https://en.wikipedia.org/wiki/2015_shooting_of_Eric_Harris,1,0,11,13,51,119,-68,-7.03320407867431,-7.03320407867431,0.0,"The Tulsa Police Department immediately sought to clarify their relationships with both Bates and Clark. ""Robert Bates has no current affiliation with the Tulsa Police Department and has not had any in 50 years,"" TPD said in a press release. ""Additionally, Mr. Jim Clark, a consultant for the Tulsa County Sheriff, does not represent the Tulsa Police Department nor has the Tulsa Police Department conducted an assessment of this incident.""",0.8333333333333334,1.0,"The Tulsa Police Department immediately sought to clarify their relationships with both Bates and Clark. ""Robert Bates has no current affiliation with the Tulsa Police Department and has not had any in 50 years,"" TPD said in a press release. ""Additionally, Mr. Jim Clark, a consultant for the Tulsa County Sheriff, does not represent the Tulsa Police Department nor has the Tulsa Police Department conducted an assessment of this incident.""",any,affiliation,ROBERT BATES,0.0,0.0,"Mr. Jim Clark, a consultant for the Tulsa County Sheriff, does not represent the Tulsa Police Department",0.0,0.0,affiliation,1.0,1.0,gnpe,NPE_6,58,True,True,True,3.0,0,1,1,1.0,parallel
59,"For the Redskins, the heartbreaking loss was the second time in four seasons they had lost to Atlanta in Week 5 by 7 points or fewer. Cousins moved to 0–3 in his career against the Falcons and threw the 15th career interception on the road in only 8 games. In each of Washington's three losses, Cousins had thrown 2 interceptions; in their two wins, he had not thrown any.",Contrasting,"For the Redskins, the heartbreaking loss was the second time in four seasons they had lost to Atlanta in Week 5 by 7 points or fewer. Cousins moved to 0–3 in his career against the Falcons and threw the 15th career interception on the road in only 8 games. In each of Washington's three losses, Cousins had thrown 2 interceptions; in their two wins, he had not thrown any.",any,368,370,interceptions,316,328,wins,344,347,True,False,non-local,local,nppl,det,https://en.wikipedia.org/wiki/2015_Washington_Redskins_season,1,1,13,4,40,21,19,-7.03320407867431,-7.03320407867431,0.0,"For the Redskins, the heartbreaking loss was the second time in four seasons they had lost to Atlanta in Week 5 by 7 points or fewer. Cousins moved to 0–3 in his career against the Falcons and threw the 15th career interception on the road in only 8 games. In each of Washington's three losses, Cousins had thrown 2 interceptions; in their two wins, he had not thrown any.",1.0,1.0,"For the Redskins, the heartbreaking loss was the second time in four seasons they had lost to Atlanta in Week 5 by 7 points or fewer. Cousins moved to 0–3 in his career against the Falcons and threw the 15th career interception on the road in only 8 games. In each of Washington's three losses, Cousins had thrown 2 interceptions; in their two wins, he had not thrown any.",any,interceptions,INTERCEPTIONS,1.0,1.0,him,0.0,0.0,interceptions,1.0,1.0,gnpe,NPE_16,59,True,True,True,3.0,0,1,1,1.0,parallel
60,"Nets themselves carried out an internal investigation and published their initial findings on 5 May 2014. They acknowledged the finding of ""patterns in behaviour indicating that abuse may have occurred"" and stated that the illegal actions appeared to have been carried out by an IBM employee. Later findings were passed directly to the police without public announcement. The police, Nets, and IBM all investigated not just the apparent credit card information leakage to Se og Hør but also whether any further leaks had occurred, especially any involving NemID.",Subset,"Nets themselves carried out an internal investigation and published their initial findings on 5 May 2014. They acknowledged the finding of ""patterns in behaviour indicating that abuse may have occurred"" and stated that the illegal actions appeared to have been carried out by an IBM employee. Later findings were passed directly to the police without public announcement. The police, Nets, and IBM all investigated not just the apparent credit card information leakage to Se og Hør but also whether any further leaks had occurred, especially any involving NemID.",any,542,544,leaks ,511,515,leakage,461,467,True,False,local,non-local,nppl,det,https://en.wikipedia.org/wiki/2014_Se_og_Hør_media_scandal,1,1,5,7,27,75,-48,-7.03320407867431,-7.03320407867431,0.0,"Nets themselves carried out an internal investigation and published their initial findings on 5 May 2014. They acknowledged the finding of ""patterns in behaviour indicating that abuse may have occurred"" and stated that the illegal actions appeared to have been carried out by an IBM employee. Later findings were passed directly to the police without public announcement. The police, Nets, and IBM all investigated not just the apparent credit card information leakage to Se og Hør but also whether any further leaks had occurred, especially any involving NemID.",1.0,1.0,"Nets themselves carried out an internal investigation and published their initial findings on 5 May 2014. They acknowledged the finding of ""patterns in behaviour indicating that abuse may have occurred"" and stated that the illegal actions appeared to have been carried out by an IBM employee. Later findings were passed directly to the police without public announcement. The police, Nets, and IBM all investigated not just the apparent credit card information leakage to Se og Hør but also whether any further leaks had occurred, especially any involving NemID.",any,leaks,FURTHER LEAKS,0.0,1.0,IBM employee,0.0,0.0,leaks,1.0,1.0,gnpe,NPE_19,60,True,True,True,3.0,0,1,1,1.0,parallel
61,"The mass start races will be over 20 laps for men and 15 laps for women. There will be 3 intermediate sprints, at 5, 10 and 15 laps for men, and at 4, 8 and 12 laps for women. Race points will be awarded to the four first skaters at the intermediate sprints, and to the six first skaters at the final sprint. The accumulated points a skater collects during a race will decide the final ranking. For skaters who are tied in race points, including those who have failed to collect any, their finishing order will be break the tie.",non-parallelism,"The mass start races will be over 20 laps for men and 15 laps for women. There will be 3 intermediate sprints, at 5, 10 and 15 laps for men, and at 4, 8 and 12 laps for women. Race points will be awarded to the four first skaters at the intermediate sprints, and to the six first skaters at the final sprint. The accumulated points a skater collects during a race will decide the final ranking. For skaters who are tied in race points, including those who have failed to collect any, their finishing order will be break the tie.",any,479,481,points,428,433,skaters,399,405,True,False,local,non-local,nppl,det,https://en.wikipedia.org/wiki/2013–14_ISU_Speed_Skating_World_Cup,1,1,6,7,46,74,-28,-7.03320407867431,-7.03320407867431,0.0,"The mass start races will be over 20 laps for men and 15 laps for women. There will be 3 intermediate sprints, at 5, 10 and 15 laps for men, and at 4, 8 and 12 laps for women. Race points will be awarded to the four first skaters at the intermediate sprints, and to the six first skaters at the final sprint. The accumulated points a skater collects during a race will decide the final ranking. For skaters who are tied in race points, including those who have failed to collect any, their finishing order will be break the tie.",1.0,1.0,"The mass start races will be over 20 laps for men and 15 laps for women. There will be 3 intermediate sprints, at 5, 10 and 15 laps for men, and at 4, 8 and 12 laps for women. Race points will be awarded to the four first skaters at the intermediate sprints, and to the six first skaters at the final sprint. The accumulated points a skater collects during a race will decide the final ranking. For skaters who are tied in race points, including those who have failed to collect any, their finishing order will be break the tie.",any,points,RACE POINTS,0.0,1.0,race points,0.0,1.0,skaters,0.0,0.0,gnpe,NPE_5,61,True,True,True,3.0,0,1,1,1.0,non-parallem
62,"In the second half, New England managed several drives deep into Ravens territory, but were unable to convert any into points. First, they drove to Baltimore's 34-yard line, but were halted there and decided to punt rather than attempt a 52-yard field goal. Tight end Dennis Pitta subsequently caught three passes for 32 yards on Baltimore's ensuring 87-yard drive, the last a 5-yard touchdown catch.",Contrasting,"In the second half, New England managed several drives deep into Ravens territory, but were unable to convert any into points. First, they drove to Baltimore's 34-yard line, but were halted there and decided to punt rather than attempt a 52-yard field goal. Tight end Dennis Pitta subsequently caught three passes for 32 yards on Baltimore's ensuring 87-yard drive, the last a 5-yard touchdown catch.",any,110,112,drives ,48,53,territory,72,80,True,False,non-local,local,nppl,det,https://en.wikipedia.org/wiki/2012–13_NFL_playoffs,1,1,6,9,57,30,27,-7.03320407867431,-7.03320407867431,0.0,"In the second half, New England managed several drives deep into Ravens territory, but were unable to convert any into points. First, they drove to Baltimore's 34-yard line, but were halted there and decided to punt rather than attempt a 52-yard field goal. Tight end Dennis Pitta subsequently caught three passes for 32 yards on Baltimore's ensuring 87-yard drive, the last a 5-yard touchdown catch.",1.0,1.0,"In the second half, New England managed several drives deep into Ravens territory, but were unable to convert any into points. First, they drove to Baltimore's 34-yard line, but were halted there and decided to punt rather than attempt a 52-yard field goal. Tight end Dennis Pitta subsequently caught three passes for 32 yards on Baltimore's ensuring 87-yard drive, the last a 5-yard touchdown catch.",any,drives,POINTS,0.0,0.0,"The pronoun ""any"" refers to",0.0,0.0,points,0.0,0.0,gnpe,NPE_1,62,True,True,True,3.0,0,1,1,1.0,parallel
63,"Roger Federer entered the match as the all-time Grand Slam champion with a record of sixteen major titles, although he had not won any in the two and a half years since his victory at the 2010 Australian Open. Andy Murray had not yet won a single major title and was looking to avoid being the first male player since his coach Ivan Lendl to lose his first four finals.",non-parallelism,"Roger Federer entered the match as the all-time Grand Slam champion with a record of sixteen major titles, although he had not won any in the two and a half years since his victory at the 2010 Australian Open. Andy Murray had not yet won a single major title and was looking to avoid being the first male player since his coach Ivan Lendl to lose his first four finals.",any,131,133,major titles,93,104,record,75,80,True,False,local,non-local,nppl,det,https://en.wikipedia.org/wiki/2012_Wimbledon_Championships_–_Men's_singles_final,1,1,12,6,27,51,-24,-12.8311557769775,-5.56322574615478,-7.26793003082275,"Roger Federer entered the match as the all-time Grand Slam champion with a record of sixteen major titles, although he had not won any in the two and a half years since his victory at the 2010 Australian Open. Andy Murray had not yet won a single major title and was looking to avoid being the first male player since his coach Ivan Lendl to lose his first four finals.",1.0,1.0,"Roger Federer entered the match as the all-time Grand Slam champion with a record of sixteen major titles, although he had not won any in the two and a half years since his victory at the 2010 Australian Open. Andy Murray had not yet won a single major title and was looking to avoid being the first male player since his coach Ivan Lendl to lose his first four finals.",any,major titles,MAJOR TITLES,1.0,1.0,Andy Murray,0.0,0.0,titles,0.0,0.0,gnpe,NPE_6,63,False,True,True,2.0,0,0,1,0.6666666666666666,non-parallem
64,"Analysts on election.de forecast the likely results of the 128 direct mandates. These seats traditionally have been held by either the CDU or SPD, with minor parties standing little chance of winning any.",non-parallelism,"Analysts on election.de forecast the likely results of the 128 direct mandates. These seats traditionally have been held by either the CDU or SPD, with minor parties standing little chance of winning any.",any,200,202,seats ,86,90,chance,182,187,True,False,non-local,local,nppl,det,https://en.wikipedia.org/wiki/2012_North_Rhine-Westphalia_state_election,1,1,5,6,110,13,97,-7.03320407867431,-7.03320407867431,0.0,"Analysts on election.de forecast the likely results of the 128 direct mandates. These seats traditionally have been held by either the CDU or SPD, with minor parties standing little chance of winning any.",1.0,1.0,"Analysts on election.de forecast the likely results of the 128 direct mandates. These seats traditionally have been held by either the CDU or SPD, with minor parties standing little chance of winning any.",any,seats,SEATS,1.0,1.0,CDU or SPD,0.0,0.0,chance,0.0,0.0,gnpe,NPE_14,64,True,True,True,3.0,0,1,1,1.0,non-parallem
65,"Since a tropical cyclone can move through a region, the actual number of tropical cyclones in a region include any that form in or move into a region from another.",Subset,"Since a tropical cyclone can move through a region, the actual number of tropical cyclones in a region include any that form in or move into a region from another.",any,111,113,tropical cyclones,73,89,region,143,148,True,False,non-local,local,nppl,det,https://en.wikipedia.org/wiki/2011–12_Australian_region_cyclone_season,1,1,17,6,22,-37,59,-12.8183307647705,-5.49174499511718,-7.32658576965332,"Since a tropical cyclone can move through a region, the actual number of tropical cyclones in a region include any that form in or move into a region from another.",0.8333333333333334,1.0,"Since a tropical cyclone can move through a region, the actual number of tropical cyclones in a region include any that form in or move into a region from another.",any,tropical cyclones,TROPICAL CYCLONES,1.0,1.0,tropical cyclones,1.0,1.0,tropical cyclones,1.0,1.0,gnpe,NPE_17,65,True,True,True,3.0,0,1,1,1.0,parallel
66,"2011 can be considered to have been a year of ""almost"" for Parramatta, with the team losing over half of their matches by four points or less, many of which were conceded after attaining leads over their opponents. The Eels pushed a record four games into Golden Point during the season, however were unable to win any, resulting in a draw against the St George Illawarra Dragons and one-point losses to the Penrith Panthers, Sydney Roosters and the Canterbury-Bankstown Bulldogs.",Contrasting,"2011 can be considered to have been a year of ""almost"" for Parramatta, with the team losing over half of their matches by four points or less, many of which were conceded after attaining leads over their opponents. The Eels pushed a record four games into Golden Point during the season, however were unable to win any, resulting in a draw against the St George Illawarra Dragons and one-point losses to the Penrith Panthers, Sydney Roosters and the Canterbury-Bankstown Bulldogs.",any,315,317,games ,245,249,season,280,285,True,False,non-local,local,nppl,det,https://en.wikipedia.org/wiki/2011_Parramatta_Eels_season,1,1,5,6,66,30,36,-7.03320407867431,-5.5954737663269,-1.4377303123474099,"2011 can be considered to have been a year of ""almost"" for Parramatta, with the team losing over half of their matches by four points or less, many of which were conceded after attaining leads over their opponents. The Eels pushed a record four games into Golden Point during the season, however were unable to win any, resulting in a draw against the St George Illawarra Dragons and one-point losses to the Penrith Panthers, Sydney Roosters and the Canterbury-Bankstown Bulldogs.",1.0,1.0,"2011 can be considered to have been a year of ""almost"" for Parramatta, with the team losing over half of their matches by four points or less, many of which were conceded after attaining leads over their opponents. The Eels pushed a record four games into Golden Point during the season, however were unable to win any, resulting in a draw against the St George Illawarra Dragons and one-point losses to the Penrith Panthers, Sydney Roosters and the Canterbury-Bankstown Bulldogs.",any,games,GAMES,1.0,1.0,The Penrith Panthers,0.0,0.0,games,1.0,1.0,gnpe,NPE_13,66,False,,True,1.0,1,0,0,0.5,parallel
67,The existence of social media made the 2011 riots unparalleled to any before them in terms of the speed at which issues managed to spread and at which rioters were able to mobilise and organise. Many used sites such as Facebook and Twitter to promote and advertise sites for looting and disorder.,Subset,The existence of social media made the 2011 riots unparalleled to any before them in terms of the speed at which issues managed to spread and at which rioters were able to mobilise and organise. Many used sites such as Facebook and Twitter to promote and advertise sites for looting and disorder.,any,66,68,riots ,44,48,media,24,28,True,False,local,non-local,nppl,det,https://en.wikipedia.org/wiki/2011_England_riots,1,1,5,5,18,38,-20,-7.03320407867431,-4.89246463775634,-2.14073944091796,The existence of social media made the 2011 riots unparalleled to any before them in terms of the speed at which issues managed to spread and at which rioters were able to mobilise and organise. Many used sites such as Facebook and Twitter to promote and advertise sites for looting and disorder.,1.0,1.0,The existence of social media made the 2011 riots unparalleled to any before them in terms of the speed at which issues managed to spread and at which rioters were able to mobilise and organise. Many used sites such as Facebook and Twitter to promote and advertise sites for looting and disorder.,any,riots,THE 2011 RIOTS,0.0,0.0,Facebook and Twitter,0.0,0.0,riots,1.0,1.0,gnpe,NPE_4,67,True,True,True,3.0,0,1,1,1.0,parallel
68,"The Greens achieved a respectable result of 9%, and crucially achieved balance of power in the state government. The ÖVP and SPÖ each won four councillors, while the Greens won one; the FPÖ failed to win any. The ÖVP signed a working coalition with the Greens, giving rise to the first ÖVP–Green government in Austria.",Clausal or VP Coordination,"The Greens achieved a respectable result of 9%, and crucially achieved balance of power in the state government. The ÖVP and SPÖ each won four councillors, while the Greens won one; the FPÖ failed to win any. The ÖVP signed a working coalition with the Greens, giving rise to the first ÖVP–Green government in Austria.",any,204,206,councillors,143,153,Greens,166,171,True,False,non-local,local,nppl,det,https://en.wikipedia.org/wiki/2009_Upper_Austrian_state_election,1,1,11,6,51,33,18,-7.03320407867431,-7.03320407867431,0.0,"The Greens achieved a respectable result of 9%, and crucially achieved balance of power in the state government. The ÖVP and SPÖ each won four councillors, while the Greens won one; the FPÖ failed to win any. The ÖVP signed a working coalition with the Greens, giving rise to the first ÖVP–Green government in Austria.",1.0,1.0,"The Greens achieved a respectable result of 9%, and crucially achieved balance of power in the state government. The ÖVP and SPÖ each won four councillors, while the Greens won one; the FPÖ failed to win any. The ÖVP signed a working coalition with the Greens, giving rise to the first ÖVP–Green government in Austria.",any,councillors,THE FPÖ,0.0,0.0,The FPÖ,0.0,0.0,FPÖ,0.0,0.0,gnpe,NPE_7,68,False,True,True,2.0,0,0,1,0.6666666666666666,parallel
69,"There's Something Wrong with Aunt Diane, directed by Liz Garbus for HBO Documentaries, establishes a timeline of events prior to the crash. The documentary suggests that Schuler could have been suffering from severe pain caused by a tooth abscess during the drive home, causing her to look for painkillers at the gas station and, upon failing to find any, self-medicating with drugs and alcohol. The pain of the abscess, combined with vodka and marijuana, could have put her in a temporary state of delirium that triggered her fatal behavior.",Clausal or VP Coordination,"There's Something Wrong with Aunt Diane, directed by Liz Garbus for HBO Documentaries, establishes a timeline of events prior to the crash. The documentary suggests that Schuler could have been suffering from severe pain caused by a tooth abscess during the drive home, causing her to look for painkillers at the gas station and, upon failing to find any, self-medicating with drugs and alcohol. The pain of the abscess, combined with vodka and marijuana, could have put her in a temporary state of delirium that triggered her fatal behavior.",any,351,353,painkillers ,294,304,station,317,323,True,False,non-local,local,nppl,det,https://en.wikipedia.org/wiki/2009_Taconic_State_Parkway_crash,1,1,11,7,47,28,19,-7.03320407867431,-5.09075927734375,-1.94244480133056,"There's Something Wrong with Aunt Diane, directed by Liz Garbus for HBO Documentaries, establishes a timeline of events prior to the crash. The documentary suggests that Schuler could have been suffering from severe pain caused by a tooth abscess during the drive home, causing her to look for painkillers at the gas station and, upon failing to find any, self-medicating with drugs and alcohol. The pain of the abscess, combined with vodka and marijuana, could have put her in a temporary state of delirium that triggered her fatal behavior.",1.0,1.0,"There's Something Wrong with Aunt Diane, directed by Liz Garbus for HBO Documentaries, establishes a timeline of events prior to the crash. The documentary suggests that Schuler could have been suffering from severe pain caused by a tooth abscess during the drive home, causing her to look for painkillers at the gas station and, upon failing to find any, self-medicating with drugs and alcohol. The pain of the abscess, combined with vodka and marijuana, could have put her in a temporary state of delirium that triggered her fatal behavior.",any,painkillers,PAINKILLERS,1.0,1.0,vodka and marijuana,0.0,0.0,painkillers,1.0,1.0,gnpe,NPE_2,69,True,True,True,3.0,0,1,1,1.0,parallel
70,"On the way back to their home in West Babylon, on Long Island, Schuler stopped at a McDonald's restaurant and a Sunoco gas station in Liberty. Surveillance video lacking audio, recorded at the gas station, shows Schuler arriving at and leaving, and going inside the station's convenience store. Schuler’s husband, sister-in-law, and an investigator working on their behalf all made claims and/or inferences that Schuler had spoken to the clerk while attempting to buy over-the-counter pain-relief medication, although the gas station did not sell any.",Contrasting,"On the way back to their home in West Babylon, on Long Island, Schuler stopped at a McDonald's restaurant and a Sunoco gas station in Liberty. Surveillance video lacking audio, recorded at the gas station, shows Schuler arriving at and leaving, and going inside the station's convenience store. Schuler’s husband, sister-in-law, and an investigator working on their behalf all made claims and/or inferences that Schuler had spoken to the clerk while attempting to buy over-the-counter pain-relief medication, although the gas station did not sell any.",any,547,549,over-the-counter pain-relief medication,468,507,gas station,522,532,True,False,non-local,local,npsg,det,https://en.wikipedia.org/wiki/List_of_Neighbours_characters_(2002),1,0,39,11,40,15,25,-21.0996131896972,-9.96190452575683,-11.1377086639404,"On the way back to their home in West Babylon, on Long Island, Schuler stopped at a McDonald's restaurant and a Sunoco gas station in Liberty. Surveillance video lacking audio, recorded at the gas station, shows Schuler arriving at and leaving, and going inside the station's convenience store. Schuler’s husband, sister-in-law, and an investigator working on their behalf all made claims and/or inferences that Schuler had spoken to the clerk while attempting to buy over-the-counter pain-relief medication, although the gas station did not sell any.",1.0,1.0,"On the way back to their home in West Babylon, on Long Island, Schuler stopped at a McDonald's restaurant and a Sunoco gas station in Liberty. Surveillance video lacking audio, recorded at the gas station, shows Schuler arriving at and leaving, and going inside the station's convenience store. Schuler’s husband, sister-in-law, and an investigator working on their behalf all made claims and/or inferences that Schuler had spoken to the clerk while attempting to buy over-the-counter pain-relief medication, although the gas station did not sell any.",any,over-the-counter pain-relief medication,OVER-THE-COUNTER PAIN-RELIEF MEDICATION,1.0,1.0,"Schuler's husband, sister-in-law, and an investigator working on their behalf",0.0,0.0,medication,0.0,0.0,gnpe,NPE_3,70,True,True,True,3.0,0,1,1,1.0,parallel
71,"The match remained close until Williams secured a break in the 13th game and serve it out and head to the final. In the final, she faced sister Venus Williams in their fourth Wimbledon final. Serena took the first set in a tie-break, the first saw Venus having break points but failing to convert whereas Serena didn't have any. Serena broke Venus twice in the second set including in the final game and won in her fourth match point to win her 11th slam and third Wimbledon.",Contrasting,"The match remained close until Williams secured a break in the 13th game and serve it out and head to the final. In the final, she faced sister Venus Williams in their fourth Wimbledon final. Serena took the first set in a tie-break, the first saw Venus having break points but failing to convert whereas Serena didn't have any. Serena broke Venus twice in the second set including in the final game and won in her fourth match point to win her 11th slam and third Wimbledon.",any,324,326,tie-break,223,231,break points ,261,272,False,True,non-local,local,nppl,det,https://en.wikipedia.org/wiki/2009_Serena_Williams_tennis_season,1,1,9,12,93,52,-41,-7.03320407867431,-12.6990566253662,-5.66585254669189,"The match remained close until Williams secured a break in the 13th game and serve it out and head to the final. In the final, she faced sister Venus Williams in their fourth Wimbledon final. Serena took the first set in a tie-break, the first saw Venus having break points but failing to convert whereas Serena didn't have any. Serena broke Venus twice in the second set including in the final game and won in her fourth match point to win her 11th slam and third Wimbledon.",1.0,1.0,"The match remained close until Williams secured a break in the 13th game and serve it out and head to the final. In the final, she faced sister Venus Williams in their fourth Wimbledon final. Serena took the first set in a tie-break, the first saw Venus having break points but failing to convert whereas Serena didn't have any. Serena broke Venus twice in the second set including in the final game and won in her fourth match point to win her 11th slam and third Wimbledon.",any,break points,SERENA,0.0,0.0,Serena Williams,0.0,0.0,break points,1.0,1.0,gnpe,NPE_15,71,True,True,True,3.0,0,1,1,1.0,parallel
72,"Federer struggled to break Andreev's serve in the opening two sets, whereas Andreev broke Federer in the first game of the first, and had seven break points in the early games of the second (Andreev had a low success rate overall, only taking advantage of two out of fifteen break points in the whole match). In the final set Andreev, at 4–2 down, had five further break point opportunities, but failed to convert any as Federer served out the match. Djokovic was also pushed to five sets, defeating fifteenth seed Tommy Robredo 4–6, 6–2, 6–3, 5–7, 6–3 in nearly four hours.",Clausal or VP Coordination,"Federer struggled to break Andreev's serve in the opening two sets, whereas Andreev broke Federer in the first game of the first, and had seven break points in the early games of the second (Andreev had a low success rate overall, only taking advantage of two out of fifteen break points in the whole match). In the final set Andreev, at 4–2 down, had five further break point opportunities, but failed to convert any as Federer served out the match. Djokovic was also pushed to five sets, defeating fifteenth seed Tommy Robredo 4–6, 6–2, 6–3, 5–7, 6–3 in nearly four hours.",any,416,418,match,301,305,break point opportunities,365,389,False,True,non-local,local,nppl,det,https://en.wikipedia.org/wiki/2008_US_Open_(tennis),1,1,5,25,111,27,-84,-5.41908645629882,-17.7796058654785,-12.3605194091796,"Federer struggled to break Andreev's serve in the opening two sets, whereas Andreev broke Federer in the first game of the first, and had seven break points in the early games of the second (Andreev had a low success rate overall, only taking advantage of two out of fifteen break points in the whole match). In the final set Andreev, at 4–2 down, had five further break point opportunities, but failed to convert any as Federer served out the match. Djokovic was also pushed to five sets, defeating fifteenth seed Tommy Robredo 4–6, 6–2, 6–3, 5–7, 6–3 in nearly four hours.",1.0,1.0,"Federer struggled to break Andreev's serve in the opening two sets, whereas Andreev broke Federer in the first game of the first, and had seven break points in the early games of the second (Andreev had a low success rate overall, only taking advantage of two out of fifteen break points in the whole match). In the final set Andreev, at 4–2 down, had five further break point opportunities, but failed to convert any as Federer served out the match. Djokovic was also pushed to five sets, defeating fifteenth seed Tommy Robredo 4–6, 6–2, 6–3, 5–7, 6–3 in nearly four hours.",any,break point opportunities,BREAK POINT OPPORTUNITIES,1.0,1.0,Tommy Robredo,0.0,0.0,break point opportunities,1.0,1.0,gnpe,NPE_7,72,True,False,True,2.0,0,0,1,0.6666666666666666,parallel
